group,filter,week,posts,comments,total
Politics,Unmatched (UK),2022-07-11,4901,254144,259045
Politics,Unmatched (UK),2022-07-18,5009,239108,244117
Politics,Unmatched (UK),2022-07-25,4815,234597,239412
Politics,Unmatched (UK),2022-08-01,4262,211556,215818
Politics,Unmatched (UK),2022-08-08,4651,236001,240652
Politics,Unmatched (UK),2022-08-15,4547,229136,233683
Politics,Unmatched (UK),2022-08-22,4612,234149,238761
Politics,Unmatched (UK),2022-08-29,4535,240300,244835
Politics,Unmatched (UK),2022-09-05,5774,270866,276640
Politics,Unmatched (UK),2022-09-12,4742,239407,244149
Politics,Unmatched (UK),2022-09-19,4525,232485,237010
Politics,Unmatched (UK),2022-09-26,5242,267239,272481
Politics,Unmatched (UK),2022-10-03,4598,227937,232535
Politics,Unmatched (UK),2022-10-10,4908,256031,260939
Politics,Unmatched (UK),2022-10-17,5621,296850,302471
Politics,Unmatched (UK),2022-10-24,4793,253341,258134
Politics,Unmatched (UK),2022-10-31,4692,250984,255676
Politics,Unmatched (UK),2022-11-07,4149,234090,238239
Politics,Unmatched (UK),2022-11-14,4155,222579,226734
Politics,Unmatched (UK),2022-11-21,4214,231387,235601
Politics,Unmatched (UK),2022-11-28,4163,234280,238443
Politics,Unmatched (UK),2022-12-05,4472,229251,233723
Politics,Unmatched (UK),2022-12-12,4620,229726,234346
Politics,Unmatched (UK),2022-12-19,4663,235528,240191
Politics,Unmatched (UK),2022-12-26,3738,209791,213529
Politics,Unmatched (UK),2023-01-02,3941,227798,231739
Politics,Unmatched (UK),2023-01-09,4125,232261,236386
Politics,Unmatched (UK),2023-01-16,4382,233848,238230
Politics,Unmatched (UK),2023-01-23,4423,228464,232887
Politics,Unmatched (UK),2023-01-30,4302,223391,227693
Politics,Unmatched (UK),2023-02-06,3935,202200,206135
Politics,Unmatched (UK),2023-02-13,4158,217339,221497
Politics,Unmatched (UK),2023-02-20,4092,217557,221649
Politics,Unmatched (UK),2023-02-27,3906,190971,194877
Politics,Unmatched (UK),2023-03-06,3907,202710,206617
Politics,Unmatched (UK),2023-03-13,3719,177279,180998
Politics,Unmatched (UK),2023-03-20,3849,188399,192248
Politics,Unmatched (UK),2023-03-27,3628,174792,178420
Politics,Unmatched (UK),2023-04-03,3378,165861,169239
Politics,Unmatched (UK),2023-04-10,3359,172034,175393
Politics,Unmatched (UK),2023-04-17,3810,173688,177498
Politics,Unmatched (UK),2023-04-24,3639,167741,171380
Politics,Unmatched (UK),2023-05-01,3998,178959,182957
Politics,Unmatched (UK),2023-05-08,3512,175014,178526
Politics,Unmatched (UK),2023-05-15,3794,184756,188550
Politics,Unmatched (UK),2023-05-22,3569,179302,182871
Politics,Unmatched (UK),2023-05-29,3546,174493,178039
Politics,Unmatched (UK),2023-06-05,3700,189631,193331
Politics,Unmatched (UK),2023-06-12,3018,158197,161215
Politics,Unmatched (UK),2023-06-19,4645,195125,199770
Politics,Unmatched (UK),2023-06-26,4722,184665,189387
Politics,Unmatched (UK),2023-07-03,4816,184946,189762
Politics,Unmatched (UK),2023-07-10,5056,207133,212189
Politics,Unmatched (UK),2023-07-17,4862,203457,208319
Politics,Unmatched (UK),2023-07-24,4872,184460,189332
Politics,Unmatched (UK),2023-07-31,4510,177726,182236
Politics,Unmatched (UK),2023-08-07,4643,192489,197132
Politics,Unmatched (UK),2023-08-14,4437,190101,194538
Politics,Unmatched (UK),2023-08-21,4472,169027,173499
Politics,Unmatched (UK),2023-08-28,4368,170289,174657
Politics,Unmatched (UK),2023-09-04,4865,190298,195163
Politics,Unmatched (UK),2023-09-11,4541,204837,209378
Politics,Unmatched (UK),2023-09-18,4472,214679,219151
Politics,Unmatched (UK),2023-09-25,4408,202084,206492
Politics,Unmatched (UK),2023-10-02,4580,214554,219134
Politics,Unmatched (UK),2023-10-09,4613,190341,194954
Politics,Unmatched (UK),2023-10-16,4394,189684,194078
Politics,Unmatched (UK),2023-10-23,4476,195466,199942
Politics,Unmatched (UK),2023-10-30,4303,183740,188043
Politics,Unmatched (UK),2023-11-06,4227,187631,191858
Politics,Unmatched (UK),2023-11-13,4584,194397,198981
Politics,Unmatched (UK),2023-11-20,4174,185528,189702
Politics,Unmatched (UK),2023-11-27,4227,171914,176141
Politics,Unmatched (UK),2023-12-04,4330,181904,186234
Politics,Unmatched (UK),2023-12-11,3947,166677,170624
Politics,Unmatched (UK),2023-12-18,4193,177963,182156
Politics,Unmatched (UK),2023-12-25,3619,160061,163680
Politics,Unmatched (UK),2024-01-01,4303,188296,192599
Politics,Unmatched (UK),2024-01-08,4439,207424,211863
Politics,Unmatched (UK),2024-01-15,4628,193542,198170
Politics,Unmatched (UK),2024-01-22,4540,199422,203962
Politics,Unmatched (UK),2024-01-29,4621,202135,206756
Politics,Unmatched (UK),2024-02-05,4432,192959,197391
Politics,Unmatched (UK),2024-02-12,4448,192186,196634
Politics,Unmatched (UK),2024-02-19,4543,200341,204884
Politics,Unmatched (UK),2024-02-26,4516,193570,198086
Politics,Unmatched (UK),2024-03-04,4083,176726,180809
Politics,Unmatched (UK),2024-03-11,4317,183512,187829
Politics,Unmatched (UK),2024-03-18,4398,190259,194657
Politics,Unmatched (UK),2024-03-25,4230,181783,186013
Politics,Unmatched (UK),2024-04-01,4230,191561,195791
Politics,Unmatched (UK),2024-04-08,4352,186495,190847
Politics,Unmatched (UK),2024-04-15,4200,188206,192406
Politics,Unmatched (UK),2024-04-22,4312,187815,192127
Politics,Unmatched (UK),2024-04-29,4323,202899,207222
Politics,Unmatched (UK),2024-05-06,4281,184315,188596
Politics,Unmatched (UK),2024-05-13,3886,180528,184414
Politics,Unmatched (UK),2024-05-20,4414,214195,218609
Politics,Unmatched (UK),2024-05-27,4313,205731,210044
Politics,Unmatched (UK),2024-06-03,4259,214252,218511
Politics,Unmatched (UK),2024-06-10,4222,202147,206369
Politics,Unmatched (UK),2024-06-17,4313,202363,206676
Politics,Unmatched (UK),2024-06-24,4491,210736,215227
Politics,Unmatched (UK),2024-07-01,5234,275548,280782
Politics,Unmatched (UK),2024-07-08,4202,212780,216982
Politics,Unmatched (UK),2024-07-15,3983,194295,198278
Politics,Unmatched (UK),2024-07-22,3778,181513,185291
Politics,Unmatched (UK),2024-07-29,4325,199375,203700
Politics,Unmatched (UK),2024-08-05,4354,192702,197056
Politics,Unmatched (UK),2024-08-12,3851,173631,177482
Politics,Unmatched (UK),2024-08-19,3742,171624,175366
Politics,Unmatched (UK),2024-08-26,3794,176912,180706
Politics,Unmatched (UK),2024-09-02,3947,178305,182252
Politics,Unmatched (UK),2024-09-09,3675,181490,185165
Politics,Unmatched (UK),2024-09-16,3703,175681,179384
Politics,Unmatched (UK),2024-09-23,3908,178256,182164
Politics,Unmatched (UK),2024-09-30,3730,173335,177065
Politics,Unmatched (UK),2024-10-07,4082,169596,173678
Politics,Unmatched (UK),2024-10-14,3800,177274,181074
Politics,Unmatched (UK),2024-10-21,3936,181672,185608
Politics,Unmatched (UK),2024-10-28,3907,179830,183737
Politics,Unmatched (UK),2024-11-04,3808,180896,184704
Politics,Unmatched (UK),2024-11-11,3735,171576,175311
Politics,Unmatched (UK),2024-11-18,3957,185281,189238
Politics,Unmatched (UK),2024-11-25,4096,195672,199768
Politics,Unmatched (UK),2024-12-02,3933,176551,180484
Politics,Unmatched (UK),2024-12-09,3820,178010,181830
Politics,Unmatched (UK),2024-12-16,3813,176434,180247
Politics,Unmatched (UK),2024-12-23,3424,166764,170188
Politics,Unmatched (UK),2024-12-30,3790,175351,179141
Politics,Unmatched (UK),2025-01-06,4438,200610,205048
Politics,Unmatched (UK),2025-01-13,4121,198166,202287
Politics,Unmatched (UK),2025-01-20,4431,202499,206930
Politics,Unmatched (UK),2025-01-27,3890,214136,218026
Politics,Unmatched (UK),2025-02-03,3924,201966,205890
Politics,Unmatched (UK),2025-02-10,4037,204651,208688
Politics,Unmatched (UK),2025-02-17,3915,206522,210437
Politics,Unmatched (UK),2025-02-24,3916,193835,197751
Politics,Unmatched (UK),2025-03-03,4220,197169,201389
Politics,Unmatched (UK),2025-03-10,4042,189833,193875
Politics,Unmatched (UK),2025-03-17,4200,208150,212350
Politics,Unmatched (UK),2025-03-24,4141,196090,200231
Politics,Unmatched (UK),2025-03-31,3797,177820,181617
Politics,Unmatched (UK),2025-04-07,3754,176908,180662
Politics,Unmatched (UK),2025-04-14,3719,188012,191731
Politics,Unmatched (UK),2025-04-21,3704,182389,186093
Politics,Unmatched (UK),2025-04-28,4037,203161,207198
Politics,Unmatched (UK),2025-05-05,3933,188147,192080
Politics,Unmatched (UK),2025-05-12,3890,191194,195084
Politics,Unmatched (UK),2025-05-19,3884,190605,194489
Politics,Unmatched (UK),2025-05-26,3654,186364,190018
Politics,Unmatched (UK),2025-06-02,3791,185606,189397
Politics,Unmatched (UK),2025-06-09,3989,197099,201088
Politics,Unmatched (UK),2025-06-16,4005,199429,203434
Politics,Unmatched (UK),2025-06-23,3942,202392,206334
Politics,Unmatched (UK),2025-06-30,4168,216049,220217
Politics,Unmatched (UK),2025-07-07,4084,205842,209926
Politics,Unmatched (UK),2025-07-14,3989,203469,207458
Politics,Unmatched (UK),2025-07-21,4117,199943,204060
Politics,Unmatched (UK),2025-07-28,4033,204811,208844
Politics,Unmatched (UK),2025-08-04,3684,177555,181239
Politics,Unmatched (UK),2025-08-11,3765,176658,180423
Politics,Unmatched (UK),2025-08-18,3660,169786,173446
Politics,Unmatched (UK),2025-08-25,3798,177870,181668
Politics,Unmatched (UK),2025-09-01,4336,189229,193565
Politics,Unmatched (UK),2025-09-08,3988,169757,173745
Politics,Unmatched (UK),2025-09-15,4032,179820,183852
Politics,Unmatched (UK),2025-09-22,4036,190291,194327
Politics,Unmatched (UK),2025-09-29,4174,194488,198662
Politics,Unmatched (UK),2025-10-06,3914,171727,175641
Politics,Unmatched (UK),2025-10-13,3841,168867,172708
Politics,Unmatched (UK),2025-10-20,3959,161533,165492
Politics,Raw,2021-11-01,5479,232912,238391
Politics,Raw,2021-11-08,5647,221163,226810
Politics,Raw,2021-11-15,5551,233133,238684
Politics,Raw,2021-11-22,5754,242878,248632
Politics,Raw,2021-11-29,5595,242618,248213
Politics,Raw,2021-12-06,6056,267651,273707
Politics,Raw,2021-12-13,5963,258658,264621
Politics,Raw,2021-12-20,6033,253650,259683
Politics,Raw,2021-12-27,5484,247115,252599
Politics,Raw,2022-01-03,6075,285856,291931
Politics,Raw,2022-01-10,6684,263206,269890
Politics,Raw,2022-01-17,6899,279933,286832
Politics,Raw,2022-01-24,6563,271015,277578
Politics,Raw,2022-01-31,6678,260086,266764
Politics,Raw,2022-02-07,6285,250018,256303
Politics,Raw,2022-02-14,6664,242763,249427
Politics,Raw,2022-02-21,6157,222414,228571
Politics,Raw,2022-02-28,6164,204510,210674
Politics,Raw,2022-03-07,5946,210080,216026
Politics,Raw,2022-03-14,5657,190071,195728
Politics,Raw,2022-03-21,5700,201798,207498
Politics,Raw,2022-03-28,6234,202025,208259
Politics,Raw,2022-04-04,5948,225032,230980
Politics,Raw,2022-04-11,6302,261937,268239
Politics,Raw,2022-04-18,5971,222124,228095
Politics,Raw,2022-04-25,6523,227750,234273
Politics,Raw,2022-05-02,6548,240438,246986
Politics,Raw,2022-05-09,6508,244476,250984
Politics,Raw,2022-05-16,6474,234291,240765
Politics,Raw,2022-05-23,6823,243729,250552
Politics,Raw,2022-05-30,6224,230147,236371
Politics,Raw,2022-06-06,6632,254822,261454
Politics,Raw,2022-06-13,6869,242438,249307
Politics,Raw,2022-06-20,6928,250282,257210
Politics,Raw,2022-06-27,6837,272727,279564
Politics,Raw,2022-07-04,7573,345275,352848
Politics,Raw,2022-07-11,7460,333314,340774
Politics,Raw,2022-07-18,7945,317517,325462
Politics,Raw,2022-07-25,7340,312496,319836
Politics,Raw,2022-08-01,6612,275848,282460
Politics,Raw,2022-08-08,7023,309860,316883
Politics,Raw,2022-08-15,7052,296289,303341
Politics,Raw,2022-08-22,7221,304592,311813
Politics,Raw,2022-08-29,7199,309149,316348
Politics,Raw,2022-09-05,10669,352360,363029
Politics,Raw,2022-09-12,8604,306686,315290
Politics,Raw,2022-09-19,7662,297851,305513
Politics,Raw,2022-09-26,8198,344320,352518
Politics,Raw,2022-10-03,6996,291662,298658
Politics,Raw,2022-10-10,7409,332044,339453
Politics,Raw,2022-10-17,8701,390580,399281
Politics,Raw,2022-10-24,7728,325948,333676
Politics,Raw,2022-10-31,7302,327778,335080
Politics,Raw,2022-11-07,6465,297909,304374
Politics,Raw,2022-11-14,6596,285437,292033
Politics,Raw,2022-11-21,6521,297040,303561
Politics,Raw,2022-11-28,6581,296938,303519
Politics,Raw,2022-12-05,7197,292566,299763
Politics,Raw,2022-12-12,7445,292698,300143
Politics,Raw,2022-12-19,8045,296817,304862
Politics,Raw,2022-12-26,5890,269528,275418
Politics,Raw,2023-01-02,6360,287969,294329
Politics,Raw,2023-01-09,6677,294144,300821
Politics,Raw,2023-01-16,6943,296146,303089
Politics,Raw,2023-01-23,6932,286886,293818
Politics,Raw,2023-01-30,6684,284675,291359
Politics,Raw,2023-02-06,6253,254666,260919
Politics,Raw,2023-02-13,6628,274984,281612
Politics,Raw,2023-02-20,6572,278848,285420
Politics,Raw,2023-02-27,6238,242208,248446
Politics,Raw,2023-03-06,6389,257079,263468
Politics,Raw,2023-03-13,5930,221380,227310
Politics,Raw,2023-03-20,6306,249258,255564
Politics,Raw,2023-03-27,5897,221873,227770
Politics,Raw,2023-04-03,5445,209861,215306
Politics,Raw,2023-04-10,5631,221757,227388
Politics,Raw,2023-04-17,5939,218802,224741
Politics,Raw,2023-04-24,5816,211055,216871
Politics,Raw,2023-05-01,6334,225949,232283
Politics,Raw,2023-05-08,5657,223316,228973
Politics,Raw,2023-05-15,5992,228316,234308
Politics,Raw,2023-05-22,5550,223079,228629
Politics,Raw,2023-05-29,5511,219802,225313
Politics,Raw,2023-06-05,5851,237463,243314
Politics,Raw,2023-06-12,4698,196654,201352
Politics,Raw,2023-06-19,7538,243839,251377
Politics,Raw,2023-06-26,7560,230272,237832
Politics,Raw,2023-07-03,7690,229306,236996
Politics,Raw,2023-07-10,8037,259724,267761
Politics,Raw,2023-07-17,7913,252672,260585
Politics,Raw,2023-07-24,7776,229310,237086
Politics,Raw,2023-07-31,7365,220627,227992
Politics,Raw,2023-08-07,7538,239053,246591
Politics,Raw,2023-08-14,7291,237946,245237
Politics,Raw,2023-08-21,7487,208272,215759
Politics,Raw,2023-08-28,7267,209045,216312
Politics,Raw,2023-09-04,7885,234254,242139
Politics,Raw,2023-09-11,7382,251372,258754
Politics,Raw,2023-09-18,7361,266007,273368
Politics,Raw,2023-09-25,7073,248577,255650
Politics,Raw,2023-10-02,7387,265818,273205
Politics,Raw,2023-10-09,7501,235942,243443
Politics,Raw,2023-10-16,7230,234832,242062
Politics,Raw,2023-10-23,7230,239618,246848
Politics,Raw,2023-10-30,6993,226074,233067
Politics,Raw,2023-11-06,6882,229243,236125
Politics,Raw,2023-11-13,7452,240372,247824
Politics,Raw,2023-11-20,6847,227780,234627
Politics,Raw,2023-11-27,6848,211413,218261
Politics,Raw,2023-12-04,7035,225028,232063
Politics,Raw,2023-12-11,6532,205058,211590
Politics,Raw,2023-12-18,6629,216402,223031
Politics,Raw,2023-12-25,6021,198338,204359
Politics,Raw,2024-01-01,7300,230742,238042
Politics,Raw,2024-01-08,7519,252771,260290
Politics,Raw,2024-01-15,7787,237558,245345
Politics,Raw,2024-01-22,7771,244083,251854
Politics,Raw,2024-01-29,7769,246845,254614
Politics,Raw,2024-02-05,7515,235876,243391
Politics,Raw,2024-02-12,7432,234172,241604
Politics,Raw,2024-02-19,7715,247113,254828
Politics,Raw,2024-02-26,7605,239851,247456
Politics,Raw,2024-03-04,6986,220113,227099
Politics,Raw,2024-03-11,7269,227851,235120
Politics,Raw,2024-03-18,7451,234668,242119
Politics,Raw,2024-03-25,7304,227354,234658
Politics,Raw,2024-04-01,7136,235602,242738
Politics,Raw,2024-04-08,7316,228474,235790
Politics,Raw,2024-04-15,7204,231988,239192
Politics,Raw,2024-04-22,7281,231495,238776
Politics,Raw,2024-04-29,7168,248797,255965
Politics,Raw,2024-05-06,7386,226941,234327
Politics,Raw,2024-05-13,6871,221466,228337
Politics,Raw,2024-05-20,7491,266212,273703
Politics,Raw,2024-05-27,7501,258036,265537
Politics,Raw,2024-06-03,7358,267880,275238
Politics,Raw,2024-06-10,7249,252491,259740
Politics,Raw,2024-06-17,7224,250217,257441
Politics,Raw,2024-06-24,7563,260355,267918
Politics,Raw,2024-07-01,8786,348964,357750
Politics,Raw,2024-07-08,7063,260487,267550
Politics,Raw,2024-07-15,6978,237976,244954
Politics,Raw,2024-07-22,6804,223360,230164
Politics,Raw,2024-07-29,7616,247672,255288
Politics,Raw,2024-08-05,7852,240120,247972
Politics,Raw,2024-08-12,7164,215210,222374
Politics,Raw,2024-08-19,6860,209814,216674
Politics,Raw,2024-08-26,6915,217053,223968
Politics,Raw,2024-09-02,7001,218088,225089
Politics,Raw,2024-09-09,6794,222060,228854
Politics,Raw,2024-09-16,6797,216182,222979
Politics,Raw,2024-09-23,6824,218534,225358
Politics,Raw,2024-09-30,6567,211542,218109
Politics,Raw,2024-10-07,6975,209535,216510
Politics,Raw,2024-10-14,6610,215207,221817
Politics,Raw,2024-10-21,6840,220976,227816
Politics,Raw,2024-10-28,6885,219063,225948
Politics,Raw,2024-11-04,7262,227533,234795
Politics,Raw,2024-11-11,6689,208581,215270
Politics,Raw,2024-11-18,6883,227427,234310
Politics,Raw,2024-11-25,7092,238174,245266
Politics,Raw,2024-12-02,6745,216161,222906
Politics,Raw,2024-12-09,6379,218044,224423
Politics,Raw,2024-12-16,6513,214955,221468
Politics,Raw,2024-12-23,5807,203262,209069
Politics,Raw,2024-12-30,6551,214299,220850
Politics,Raw,2025-01-06,7607,247200,254807
Politics,Raw,2025-01-13,7134,243013,250147
Politics,Raw,2025-01-20,7646,247744,255390
Politics,Raw,2025-01-27,7061,261496,268557
Politics,Raw,2025-02-03,7106,248461,255567
Politics,Raw,2025-02-10,7091,251997,259088
Politics,Raw,2025-02-17,7054,255762,262816
Politics,Raw,2025-02-24,7102,239831,246933
Politics,Raw,2025-03-03,7549,249329,256878
Politics,Raw,2025-03-10,7166,235340,242506
Politics,Raw,2025-03-17,7604,257025,264629
Politics,Raw,2025-03-24,7384,240526,247910
Politics,Raw,2025-03-31,6988,222043,229031
Politics,Raw,2025-04-07,7068,217878,224946
Politics,Raw,2025-04-14,6906,234157,241063
Politics,Raw,2025-04-21,6884,226066,232950
Politics,Raw,2025-04-28,7419,253505,260924
Politics,Raw,2025-05-05,6977,232711,239688
Politics,Raw,2025-05-12,6898,237814,244712
Politics,Raw,2025-05-19,6853,238468,245321
Politics,Raw,2025-05-26,6565,232063,238628
Politics,Raw,2025-06-02,6744,228955,235699
Politics,Raw,2025-06-09,7192,246687,253879
Politics,Raw,2025-06-16,7047,248284,255331
Politics,Raw,2025-06-23,7164,252015,259179
Politics,Raw,2025-06-30,7319,267755,275074
Politics,Raw,2025-07-07,7356,255296,262652
Politics,Raw,2025-07-14,7282,257712,264994
Politics,Raw,2025-07-21,7862,260312,268174
Politics,Raw,2025-07-28,7939,269321,277260
Politics,Raw,2025-08-04,6987,224937,231924
Politics,Raw,2025-08-11,7047,224432,231479
Politics,Raw,2025-08-18,6730,217406,224136
Politics,Raw,2025-08-25,7049,229622,236671
Politics,Raw,2025-09-01,7851,240053,247904
Politics,Raw,2025-09-08,7288,219176,226464
Politics,Raw,2025-09-15,7494,232976,240470
Politics,Raw,2025-09-22,7240,245359,252599
Politics,Raw,2025-09-29,7818,249557,257375
Politics,Raw,2025-10-06,6962,219362,226324
Politics,Raw,2025-10-13,6832,216893,223725
Politics,Raw,2025-10-20,6835,206315,213150
Politics,Raw (UK),2021-11-01,3518,175742,179260
Politics,Raw (UK),2021-11-08,3674,167038,170712
Politics,Raw (UK),2021-11-15,3646,175967,179613
Politics,Raw (UK),2021-11-22,3862,184534,188396
Politics,Raw (UK),2021-11-29,3690,185258,188948
Politics,Raw (UK),2021-12-06,4011,202876,206887
Politics,Raw (UK),2021-12-13,3994,199210,203204
Politics,Raw (UK),2021-12-20,4131,193030,197161
Politics,Raw (UK),2021-12-27,3528,189470,192998
Politics,Raw (UK),2022-01-03,3889,217982,221871
Politics,Raw (UK),2022-01-10,4412,202089,206501
Politics,Raw (UK),2022-01-17,4485,213564,218049
Politics,Raw (UK),2022-01-24,4203,200384,204587
Politics,Raw (UK),2022-01-31,4238,200386,204624
Politics,Raw (UK),2022-02-07,4026,192062,196088
Politics,Raw (UK),2022-02-14,4161,187935,192096
Politics,Raw (UK),2022-02-21,3897,171824,175721
Politics,Raw (UK),2022-02-28,3845,156698,160543
Politics,Raw (UK),2022-03-07,3862,158218,162080
Politics,Raw (UK),2022-03-14,3589,149186,152775
Politics,Raw (UK),2022-03-21,3668,157745,161413
Politics,Raw (UK),2022-03-28,3883,157589,161472
Politics,Raw (UK),2022-04-04,3805,175014,178819
Politics,Raw (UK),2022-04-11,3991,200045,204036
Politics,Raw (UK),2022-04-18,3638,171684,175322
Politics,Raw (UK),2022-04-25,4018,175641,179659
Politics,Raw (UK),2022-05-02,4264,183933,188197
Politics,Raw (UK),2022-05-09,4154,185787,189941
Politics,Raw (UK),2022-05-16,4094,180045,184139
Politics,Raw (UK),2022-05-23,4344,185327,189671
Politics,Raw (UK),2022-05-30,4058,177147,181205
Politics,Raw (UK),2022-06-06,4290,194600,198890
Politics,Raw (UK),2022-06-13,4489,188320,192809
Politics,Raw (UK),2022-06-20,4467,192030,196497
Politics,Raw (UK),2022-06-27,4334,212236,216570
Politics,Raw (UK),2022-07-04,4907,263043,267950
Politics,Raw (UK),2022-07-11,4952,255859,260811
Politics,Raw (UK),2022-07-18,5053,241052,246105
Politics,Raw (UK),2022-07-25,4869,236356,241225
Politics,Raw (UK),2022-08-01,4315,213293,217608
Politics,Raw (UK),2022-08-08,4680,237816,242496
Politics,Raw (UK),2022-08-15,4576,231156,235732
Politics,Raw (UK),2022-08-22,4645,236045,240690
Politics,Raw (UK),2022-08-29,4573,242358,246931
Politics,Raw (UK),2022-09-05,5824,273090,278914
Politics,Raw (UK),2022-09-12,4766,241058,245824
Politics,Raw (UK),2022-09-19,4570,234071,238641
Politics,Raw (UK),2022-09-26,5304,269006,274310
Politics,Raw (UK),2022-10-03,4639,229787,234426
Politics,Raw (UK),2022-10-10,4942,257932,262874
Politics,Raw (UK),2022-10-17,5655,298736,304391
Politics,Raw (UK),2022-10-24,4858,255295,260153
Politics,Raw (UK),2022-10-31,4739,253063,257802
Politics,Raw (UK),2022-11-07,4188,235918,240106
Politics,Raw (UK),2022-11-14,4187,224388,228575
Politics,Raw (UK),2022-11-21,4246,233333,237579
Politics,Raw (UK),2022-11-28,4201,236305,240506
Politics,Raw (UK),2022-12-05,4513,231268,235781
Politics,Raw (UK),2022-12-12,4644,231767,236411
Politics,Raw (UK),2022-12-19,4698,237316,242014
Politics,Raw (UK),2022-12-26,3782,211747,215529
Politics,Raw (UK),2023-01-02,3984,229712,233696
Politics,Raw (UK),2023-01-09,4175,234676,238851
Politics,Raw (UK),2023-01-16,4439,236363,240802
Politics,Raw (UK),2023-01-23,4472,230882,235354
Politics,Raw (UK),2023-01-30,4338,225678,230016
Politics,Raw (UK),2023-02-06,3977,204082,208059
Politics,Raw (UK),2023-02-13,4199,219098,223297
Politics,Raw (UK),2023-02-20,4138,219598,223736
Politics,Raw (UK),2023-02-27,3946,192682,196628
Politics,Raw (UK),2023-03-06,3959,204583,208542
Politics,Raw (UK),2023-03-13,3766,179042,182808
Politics,Raw (UK),2023-03-20,3903,190241,194144
Politics,Raw (UK),2023-03-27,3663,176501,180164
Politics,Raw (UK),2023-04-03,3407,167762,171169
Politics,Raw (UK),2023-04-10,3387,173755,177142
Politics,Raw (UK),2023-04-17,3843,175273,179116
Politics,Raw (UK),2023-04-24,3673,169274,172947
Politics,Raw (UK),2023-05-01,4037,180601,184638
Politics,Raw (UK),2023-05-08,3534,176511,180045
Politics,Raw (UK),2023-05-15,3836,186463,190299
Politics,Raw (UK),2023-05-22,3613,181155,184768
Politics,Raw (UK),2023-05-29,3579,176396,179975
Politics,Raw (UK),2023-06-05,3735,191371,195106
Politics,Raw (UK),2023-06-12,3051,159512,162563
Politics,Raw (UK),2023-06-19,4697,196805,201502
Politics,Raw (UK),2023-06-26,4772,186424,191196
Politics,Raw (UK),2023-07-03,4888,187254,192142
Politics,Raw (UK),2023-07-10,5103,210096,215199
Politics,Raw (UK),2023-07-17,4914,205111,210025
Politics,Raw (UK),2023-07-24,4925,186164,191089
Politics,Raw (UK),2023-07-31,4573,179696,184269
Politics,Raw (UK),2023-08-07,4696,194290,198986
Politics,Raw (UK),2023-08-14,4491,192031,196522
Politics,Raw (UK),2023-08-21,4521,170719,175240
Politics,Raw (UK),2023-08-28,4427,171966,176393
Politics,Raw (UK),2023-09-04,4912,192453,197365
Politics,Raw (UK),2023-09-11,4591,207238,211829
Politics,Raw (UK),2023-09-18,4548,217090,221638
Politics,Raw (UK),2023-09-25,4459,204086,208545
Politics,Raw (UK),2023-10-02,4628,216584,221212
Politics,Raw (UK),2023-10-09,4685,192028,196713
Politics,Raw (UK),2023-10-16,4449,191274,195723
Politics,Raw (UK),2023-10-23,4552,197223,201775
Politics,Raw (UK),2023-10-30,4354,185272,189626
Politics,Raw (UK),2023-11-06,4276,189450,193726
Politics,Raw (UK),2023-11-13,4639,196005,200644
Politics,Raw (UK),2023-11-20,4212,187472,191684
Politics,Raw (UK),2023-11-27,4268,173566,177834
Politics,Raw (UK),2023-12-04,4376,183629,188005
Politics,Raw (UK),2023-12-11,3987,168241,172228
Politics,Raw (UK),2023-12-18,4230,179579,183809
Politics,Raw (UK),2023-12-25,3653,161421,165074
Politics,Raw (UK),2024-01-01,4343,190394,194737
Politics,Raw (UK),2024-01-08,4491,209437,213928
Politics,Raw (UK),2024-01-15,4679,195347,200026
Politics,Raw (UK),2024-01-22,4611,201806,206417
Politics,Raw (UK),2024-01-29,4684,204173,208857
Politics,Raw (UK),2024-02-05,4514,195450,199964
Politics,Raw (UK),2024-02-12,4509,194293,198802
Politics,Raw (UK),2024-02-19,4606,202376,206982
Politics,Raw (UK),2024-02-26,4570,195688,200258
Politics,Raw (UK),2024-03-04,4142,178357,182499
Politics,Raw (UK),2024-03-11,4373,185249,189622
Politics,Raw (UK),2024-03-18,4460,192412,196872
Politics,Raw (UK),2024-03-25,4286,183807,188093
Politics,Raw (UK),2024-04-01,4289,193505,197794
Politics,Raw (UK),2024-04-08,4407,188808,193215
Politics,Raw (UK),2024-04-15,4262,190296,194558
Politics,Raw (UK),2024-04-22,4365,189732,194097
Politics,Raw (UK),2024-04-29,4372,204554,208926
Politics,Raw (UK),2024-05-06,4325,185788,190113
Politics,Raw (UK),2024-05-13,3936,182319,186255
Politics,Raw (UK),2024-05-20,4476,216637,221113
Politics,Raw (UK),2024-05-27,4361,207719,212080
Politics,Raw (UK),2024-06-03,4310,216225,220535
Politics,Raw (UK),2024-06-10,4275,203881,208156
Politics,Raw (UK),2024-06-17,4360,204287,208647
Politics,Raw (UK),2024-06-24,4541,212736,217277
Politics,Raw (UK),2024-07-01,5304,277747,283051
Politics,Raw (UK),2024-07-08,4257,214849,219106
Politics,Raw (UK),2024-07-15,4033,196410,200443
Politics,Raw (UK),2024-07-22,3820,183362,187182
Politics,Raw (UK),2024-07-29,4388,201803,206191
Politics,Raw (UK),2024-08-05,4417,194589,199006
Politics,Raw (UK),2024-08-12,3917,175671,179588
Politics,Raw (UK),2024-08-19,3792,173349,177141
Politics,Raw (UK),2024-08-26,3848,178857,182705
