group,filter,week,posts,comments,total
Politics,Classified,2023-10-23,18,273,291
Politics,Classified,2023-10-30,13,103,116
Politics,Classified,2023-11-06,11,169,180
Politics,Classified,2023-11-13,7,85,92
Politics,Classified,2023-11-20,3,89,92
Politics,Classified,2023-11-27,5,115,120
Politics,Classified,2023-12-04,16,216,232
Politics,Classified,2023-12-11,7,194,201
Politics,Classified,2023-12-18,2,106,108
Politics,Classified,2023-12-25,1,68,69
Politics,Classified,2024-01-01,2,108,110
Politics,Classified,2024-01-08,8,85,93
Politics,Classified,2024-01-15,6,79,85
Politics,Classified,2024-01-22,14,132,146
Politics,Classified,2024-01-29,8,157,165
Politics,Classified,2024-02-05,12,250,262
Politics,Classified,2024-02-12,6,157,163
Politics,Classified,2024-02-19,16,147,163
Politics,Classified,2024-02-26,15,126,141
Politics,Classified,2024-03-04,11,120,131
Politics,Classified,2024-03-11,5,63,68
Politics,Classified,2024-03-18,17,149,166
Politics,Classified,2024-03-25,2,105,107
Politics,Classified,2024-04-01,11,132,143
Politics,Classified,2024-04-08,8,120,128
Politics,Classified,2024-04-15,14,186,200
Politics,Classified,2024-04-22,23,112,135
Politics,Classified,2024-04-29,8,130,138
Politics,Classified,2024-05-06,6,141,147
Politics,Classified,2024-05-13,5,109,114
Politics,Classified,2024-05-20,22,145,167
Politics,Classified,2024-05-27,5,101,106
Politics,Classified,2024-06-03,5,110,115
Politics,Classified,2024-06-10,6,86,92
Politics,Classified,2024-06-17,4,103,107
Politics,Classified,2024-06-24,6,91,97
Politics,Classified,2024-07-01,7,189,196
Politics,Classified,2024-07-08,4,123,127
Politics,Classified,2024-07-15,9,93,102
Politics,Classified,2024-07-22,5,88,93
Politics,Classified,2024-07-29,11,182,193
Politics,Classified,2024-08-05,19,292,311
Politics,Classified,2024-08-12,12,115,127
Politics,Classified,2024-08-19,8,90,98
Politics,Classified,2024-08-26,7,126,133
Politics,Classified,2024-09-02,8,104,112
Politics,Classified,2024-09-09,7,82,89
Politics,Classified,2024-09-16,3,90,93
Politics,Classified,2024-09-23,8,63,71
Politics,Classified,2024-09-30,9,95,104
Politics,Classified,2024-10-07,0,62,62
Politics,Classified,2024-10-14,13,180,193
Politics,Classified,2024-10-21,9,91,100
Politics,Classified,2024-10-28,7,75,82
Politics,Classified,2024-11-04,6,67,73
Politics,Classified,2024-11-11,9,180,189
Politics,Classified,2024-11-18,4,158,162
Politics,Classified,2024-11-25,14,328,342
Politics,Classified,2024-12-02,4,76,80
Politics,Classified,2024-12-09,6,147,153
Politics,Classified,2024-12-16,27,278,305
Politics,Classified,2024-12-23,9,137,146
Politics,Classified,2024-12-30,6,144,150
Politics,Classified,2025-01-06,9,230,239
Politics,Classified,2025-01-13,16,759,775
Politics,Classified,2025-01-20,6,232,238
Politics,Classified,2025-01-27,6,169,175
Politics,Classified,2025-02-03,12,332,344
Politics,Classified,2025-02-10,12,206,218
Politics,Classified,2025-02-17,21,483,504
Politics,Classified,2025-02-24,19,190,209
Politics,Classified,2025-03-03,12,170,182
Politics,Classified,2025-03-10,5,200,205
Politics,Classified,2025-03-17,19,243,262
Politics,Classified,2025-03-24,13,161,174
Politics,Classified,2025-03-31,16,157,173
Politics,Classified,2025-04-07,14,279,293
Politics,Classified,2025-04-14,12,190,202
Politics,Classified,2025-04-21,14,141,155
Politics,Classified,2025-04-28,13,526,539
Politics,Classified,2025-05-05,7,174,181
Politics,Classified,2025-05-12,6,163,169
Politics,Classified,2025-05-19,5,123,128
Politics,Classified,2025-05-26,16,116,132
Politics,Classified,2025-06-02,2,156,158
Politics,Classified,2025-06-09,10,100,110
Politics,Classified,2025-06-16,14,241,255
Politics,Classified,2025-06-23,13,430,443
Politics,Classified,2025-06-30,16,290,306
Politics,Classified,2025-07-07,18,237,255
Politics,Classified,2025-07-14,54,1156,1210
Politics,Classified,2025-07-21,276,4914,5190
Politics,Classified,2025-07-28,453,8036,8489
Politics,Classified,2025-08-04,137,2050,2187
Politics,Classified,2025-08-11,89,1536,1625
Politics,Classified,2025-08-18,88,1922,2010
Politics,Classified,2025-08-25,38,963,1001
Politics,Classified,2025-09-01,32,715,747
Politics,Classified,2025-09-08,24,517,541
Politics,Classified,2025-09-15,12,432,444
Politics,Classified,2025-09-22,22,1142,1164
Politics,Classified,2025-09-29,38,1247,1285
Politics,Classified,2025-10-06,34,850,884
Politics,Classified,2025-10-13,23,589,612
Politics,Classified,2025-10-20,22,463,485
Politics,Classified (UK),2021-11-01,7,96,103
Politics,Classified (UK),2021-11-08,5,58,63
Politics,Classified (UK),2021-11-15,6,83,89
Politics,Classified (UK),2021-11-22,3,104,107
Politics,Classified (UK),2021-11-29,2,78,80
Politics,Classified (UK),2021-12-06,3,64,67
Politics,Classified (UK),2021-12-13,3,73,76
Politics,Classified (UK),2021-12-20,1,36,37
Politics,Classified (UK),2021-12-27,1,61,62
Politics,Classified (UK),2022-01-03,0,69,69
Politics,Classified (UK),2022-01-10,3,76,79
Politics,Classified (UK),2022-01-17,6,98,104
Politics,Classified (UK),2022-01-24,4,90,94
Politics,Classified (UK),2022-01-31,5,101,106
Politics,Classified (UK),2022-02-07,11,354,365
Politics,Classified (UK),2022-02-14,7,189,196
Politics,Classified (UK),2022-02-21,6,83,89
Politics,Classified (UK),2022-02-28,2,84,86
Politics,Classified (UK),2022-03-07,7,70,77
Politics,Classified (UK),2022-03-14,15,133,148
Politics,Classified (UK),2022-03-21,3,72,75
Politics,Classified (UK),2022-03-28,3,73,76
Politics,Classified (UK),2022-04-04,2,94,96
Politics,Classified (UK),2022-04-11,0,55,55
Politics,Classified (UK),2022-04-18,5,93,98
Politics,Classified (UK),2022-04-25,12,82,94
Politics,Classified (UK),2022-05-02,2,68,70
Politics,Classified (UK),2022-05-09,0,51,51
Politics,Classified (UK),2022-05-16,0,68,68
Politics,Classified (UK),2022-05-23,6,68,74
Politics,Classified (UK),2022-05-30,2,37,39
Politics,Classified (UK),2022-06-06,1,65,66
Politics,Classified (UK),2022-06-13,1,94,95
Politics,Classified (UK),2022-06-20,3,58,61
Politics,Classified (UK),2022-06-27,6,92,98
Politics,Classified (UK),2022-07-04,2,114,116
Politics,Classified (UK),2022-07-11,11,112,123
Politics,Classified (UK),2022-07-18,11,124,135
Politics,Classified (UK),2022-07-25,9,83,92
Politics,Classified (UK),2022-08-01,1,81,82
Politics,Classified (UK),2022-08-08,4,74,78
Politics,Classified (UK),2022-08-15,7,96,103
Politics,Classified (UK),2022-08-22,2,50,52
Politics,Classified (UK),2022-08-29,2,77,79
Politics,Classified (UK),2022-09-05,2,83,85
Politics,Classified (UK),2022-09-12,0,49,49
Politics,Classified (UK),2022-09-19,2,50,52
Politics,Classified (UK),2022-09-26,4,56,60
Politics,Classified (UK),2022-10-03,4,57,61
Politics,Classified (UK),2022-10-10,4,115,119
Politics,Classified (UK),2022-10-17,3,107,110
Politics,Classified (UK),2022-10-24,6,67,73
Politics,Classified (UK),2022-10-31,2,65,67
Politics,Classified (UK),2022-11-07,3,73,76
Politics,Classified (UK),2022-11-14,1,57,58
Politics,Classified (UK),2022-11-21,1,58,59
Politics,Classified (UK),2022-11-28,7,110,117
Politics,Classified (UK),2022-12-05,12,324,336
Politics,Classified (UK),2022-12-12,0,69,69
Politics,Classified (UK),2022-12-19,0,59,59
Politics,Classified (UK),2022-12-26,6,80,86
Politics,Classified (UK),2023-01-02,0,59,59
Politics,Classified (UK),2023-01-09,11,126,137
Politics,Classified (UK),2023-01-16,8,137,145
Politics,Classified (UK),2023-01-23,1,73,74
Politics,Classified (UK),2023-01-30,6,145,151
Politics,Classified (UK),2023-02-06,2,71,73
Politics,Classified (UK),2023-02-13,2,70,72
Politics,Classified (UK),2023-02-20,8,120,128
Politics,Classified (UK),2023-02-27,3,98,101
Politics,Classified (UK),2023-03-06,10,163,173
Politics,Classified (UK),2023-03-13,7,98,105
Politics,Classified (UK),2023-03-20,3,98,101
Politics,Classified (UK),2023-03-27,2,58,60
Politics,Classified (UK),2023-04-03,9,81,90
Politics,Classified (UK),2023-04-10,4,81,85
Politics,Classified (UK),2023-04-17,4,93,97
Politics,Classified (UK),2023-04-24,6,93,99
Politics,Classified (UK),2023-05-01,4,47,51
Politics,Classified (UK),2023-05-08,4,148,152
Politics,Classified (UK),2023-05-15,5,72,77
Politics,Classified (UK),2023-05-22,6,113,119
Politics,Classified (UK),2023-05-29,1,123,124
Politics,Classified (UK),2023-06-05,3,66,69
Politics,Classified (UK),2023-06-12,1,69,70
Politics,Classified (UK),2023-06-19,3,66,69
Politics,Classified (UK),2023-06-26,5,129,134
Politics,Classified (UK),2023-07-03,7,203,210
Politics,Classified (UK),2023-07-10,2,127,129
Politics,Classified (UK),2023-07-17,5,102,107
Politics,Classified (UK),2023-07-24,6,110,116
Politics,Classified (UK),2023-07-31,4,51,55
Politics,Classified (UK),2023-08-07,5,122,127
Politics,Classified (UK),2023-08-14,6,151,157
Politics,Classified (UK),2023-08-21,2,102,104
Politics,Classified (UK),2023-08-28,1,89,90
Politics,Classified (UK),2023-09-04,4,163,167
Politics,Classified (UK),2023-09-11,5,68,73
Politics,Classified (UK),2023-09-18,11,180,191
Politics,Classified (UK),2023-09-25,3,154,157
Politics,Classified (UK),2023-10-02,6,108,114
Politics,Classified (UK),2023-10-09,5,68,73
Politics,Classified (UK),2023-10-16,6,86,92
Politics,Classified (UK),2023-10-23,11,198,209
Politics,Classified (UK),2023-10-30,8,73,81
Politics,Classified (UK),2023-11-06,5,122,127
Politics,Classified (UK),2023-11-13,2,64,66
Politics,Classified (UK),2023-11-20,1,71,72
Politics,Classified (UK),2023-11-27,4,90,94
Politics,Classified (UK),2023-12-04,9,161,170
Politics,Classified (UK),2023-12-11,3,160,163
Politics,Classified (UK),2023-12-18,1,94,95
Politics,Classified (UK),2023-12-25,1,53,54
Politics,Classified (UK),2024-01-01,1,86,87
Politics,Classified (UK),2024-01-08,5,68,73
Politics,Classified (UK),2024-01-15,3,64,67
Politics,Classified (UK),2024-01-22,8,101,109
Politics,Classified (UK),2024-01-29,6,119,125
Politics,Classified (UK),2024-02-05,9,202,211
Politics,Classified (UK),2024-02-12,4,122,126
Politics,Classified (UK),2024-02-19,12,115,127
Politics,Classified (UK),2024-02-26,8,98,106
Politics,Classified (UK),2024-03-04,7,94,101
Politics,Classified (UK),2024-03-11,3,48,51
Politics,Classified (UK),2024-03-18,10,120,130
Politics,Classified (UK),2024-03-25,0,85,85
Politics,Classified (UK),2024-04-01,4,111,115
Politics,Classified (UK),2024-04-08,6,95,101
Politics,Classified (UK),2024-04-15,8,153,161
Politics,Classified (UK),2024-04-22,8,80,88
Politics,Classified (UK),2024-04-29,2,87,89
Politics,Classified (UK),2024-05-06,4,93,97
Politics,Classified (UK),2024-05-13,3,75,78
Politics,Classified (UK),2024-05-20,14,113,127
Politics,Classified (UK),2024-05-27,3,78,81
Politics,Classified (UK),2024-06-03,4,89,93
Politics,Classified (UK),2024-06-10,5,59,64
Politics,Classified (UK),2024-06-17,3,83,86
Politics,Classified (UK),2024-06-24,4,79,83
Politics,Classified (UK),2024-07-01,5,141,146
Politics,Classified (UK),2024-07-08,2,96,98
Politics,Classified (UK),2024-07-15,4,78,82
Politics,Classified (UK),2024-07-22,5,69,74
Politics,Classified (UK),2024-07-29,6,142,148
Politics,Classified (UK),2024-08-05,15,232,247
Politics,Classified (UK),2024-08-12,7,96,103
Politics,Classified (UK),2024-08-19,5,72,77
Politics,Classified (UK),2024-08-26,4,95,99
Politics,Classified (UK),2024-09-02,2,76,78
Politics,Classified (UK),2024-09-09,4,65,69
Politics,Classified (UK),2024-09-16,2,80,82
Politics,Classified (UK),2024-09-23,3,46,49
Politics,Classified (UK),2024-09-30,3,67,70
Politics,Classified (UK),2024-10-07,0,52,52
Politics,Classified (UK),2024-10-14,4,137,141
Politics,Classified (UK),2024-10-21,4,69,73
Politics,Classified (UK),2024-10-28,5,56,61
Politics,Classified (UK),2024-11-04,1,56,57
Politics,Classified (UK),2024-11-11,3,142,145
Politics,Classified (UK),2024-11-18,2,125,127
Politics,Classified (UK),2024-11-25,10,274,284
Politics,Classified (UK),2024-12-02,3,62,65
Politics,Classified (UK),2024-12-09,5,126,131
Politics,Classified (UK),2024-12-16,10,199,209
Politics,Classified (UK),2024-12-23,5,93,98
Politics,Classified (UK),2024-12-30,3,97,100
Politics,Classified (UK),2025-01-06,4,190,194
Politics,Classified (UK),2025-01-13,10,606,616
Politics,Classified (UK),2025-01-20,4,186,190
Politics,Classified (UK),2025-01-27,2,141,143
Politics,Classified (UK),2025-02-03,4,267,271
Politics,Classified (UK),2025-02-10,1,159,160
Politics,Classified (UK),2025-02-17,8,393,401
Politics,Classified (UK),2025-02-24,10,154,164
Politics,Classified (UK),2025-03-03,5,129,134
Politics,Classified (UK),2025-03-10,3,145,148
Politics,Classified (UK),2025-03-17,11,193,204
Politics,Classified (UK),2025-03-24,10,116,126
Politics,Classified (UK),2025-03-31,10,115,125
Politics,Classified (UK),2025-04-07,7,215,222
Politics,Classified (UK),2025-04-14,6,129,135
Politics,Classified (UK),2025-04-21,5,100,105
Politics,Classified (UK),2025-04-28,6,404,410
Politics,Classified (UK),2025-05-05,3,128,131
Politics,Classified (UK),2025-05-12,3,139,142
Politics,Classified (UK),2025-05-19,4,92,96
Politics,Classified (UK),2025-05-26,8,98,106
Politics,Classified (UK),2025-06-02,0,130,130
Politics,Classified (UK),2025-06-09,4,73,77
Politics,Classified (UK),2025-06-16,2,196,198
Politics,Classified (UK),2025-06-23,4,328,332
Politics,Classified (UK),2025-06-30,7,210,217
Politics,Classified (UK),2025-07-07,11,175,186
Politics,Classified (UK),2025-07-14,21,899,920
Politics,Classified (UK),2025-07-21,164,3713,3877
Politics,Classified (UK),2025-07-28,288,6185,6473
Politics,Classified (UK),2025-08-04,78,1535,1613
Politics,Classified (UK),2025-08-11,43,1177,1220
Politics,Classified (UK),2025-08-18,54,1486,1540
Politics,Classified (UK),2025-08-25,18,720,738
Politics,Classified (UK),2025-09-01,21,520,541
Politics,Classified (UK),2025-09-08,13,388,401
Politics,Classified (UK),2025-09-15,2,319,321
Politics,Classified (UK),2025-09-22,8,868,876
Politics,Classified (UK),2025-09-29,22,932,954
Politics,Classified (UK),2025-10-06,20,661,681
Politics,Classified (UK),2025-10-13,13,430,443
Politics,Classified (UK),2025-10-20,9,352,361
