group,filter,week,unique_users,new_users,cumulative_users
VPN,Matched,2021-12-21,736,464,4966
VPN,Matched,2021-12-28,842,534,5500
VPN,Matched,2022-01-04,887,577,6077
VPN,Matched,2022-01-11,906,580,6657
VPN,Matched,2022-01-18,973,592,7249
VPN,Matched,2022-01-25,842,514,7763
VPN,Matched,2022-02-01,797,493,8256
VPN,Matched,2022-02-08,910,534,8790
VPN,Matched,2022-02-15,808,454,9244
VPN,Matched,2022-02-22,752,437,9681
VPN,Matched,2022-03-01,857,477,10158
VPN,Matched,2022-03-08,854,471,10629
VPN,Matched,2022-03-15,882,498,11127
VPN,Matched,2022-03-22,784,428,11555
VPN,Matched,2022-03-29,799,453,12008
VPN,Matched,2022-04-05,793,419,12427
VPN,Matched,2022-04-12,787,415,12842
VPN,Matched,2022-04-19,862,483,13325
VPN,Matched,2022-04-26,764,434,13759
VPN,Matched,2022-05-03,812,456,14215
VPN,Matched,2022-05-10,731,376,14591
VPN,Matched,2022-05-17,750,395,14986
VPN,Matched,2022-05-24,984,512,15498
VPN,Matched,2022-05-31,893,450,15948
VPN,Matched,2022-06-07,866,446,16394
VPN,Matched,2022-06-14,824,408,16802
VPN,Matched,2022-06-21,910,457,17259
VPN,Matched,2022-06-28,774,414,17673
VPN,Matched,2022-07-05,762,385,18058
VPN,Matched,2022-07-12,779,395,18453
VPN,Matched,2022-07-19,789,400,18853
VPN,Matched,2022-07-26,904,446,19299
VPN,Matched,2022-08-02,721,359,19658
VPN,Matched,2022-08-09,783,405,20063
VPN,Matched,2022-08-16,833,418,20481
VPN,Matched,2022-08-23,940,482,20963
VPN,Matched,2022-08-30,942,467,21430
VPN,Matched,2022-09-06,873,426,21856
VPN,Matched,2022-09-13,853,428,22284
VPN,Matched,2022-09-20,903,445,22729
VPN,Matched,2022-09-27,849,411,23140
VPN,Matched,2022-10-04,856,440,23580
VPN,Matched,2022-10-11,883,404,23984
VPN,Matched,2022-10-18,863,409,24393
VPN,Matched,2022-10-25,906,456,24849
VPN,Matched,2022-11-01,858,398,25247
VPN,Matched,2022-11-08,858,417,25664
VPN,Matched,2022-11-15,823,394,26058
VPN,Matched,2022-11-22,961,502,26560
VPN,Matched,2022-11-29,897,439,26999
VPN,Matched,2022-12-06,914,451,27450
VPN,Matched,2022-12-13,844,404,27854
VPN,Matched,2022-12-20,882,438,28292
VPN,Matched,2022-12-27,893,468,28760
VPN,Matched,2023-01-03,921,459,29219
VPN,Matched,2023-01-10,808,373,29592
VPN,Matched,2023-01-17,842,407,29999
VPN,Matched,2023-01-24,886,432,30431
VPN,Matched,2023-01-31,947,470,30901
VPN,Matched,2023-02-07,914,425,31326
VPN,Matched,2023-02-14,906,443,31769
VPN,Matched,2023-02-21,948,465,32234
VPN,Matched,2023-02-28,951,468,32702
VPN,Matched,2023-03-07,896,396,33098
VPN,Matched,2023-03-14,873,418,33516
VPN,Matched,2023-03-21,772,354,33870
VPN,Matched,2023-03-28,909,455,34325
VPN,Matched,2023-04-04,903,408,34733
VPN,Matched,2023-04-11,883,408,35141
VPN,Matched,2023-04-18,911,437,35578
VPN,Matched,2023-04-25,887,412,35990
VPN,Matched,2023-05-02,911,436,36426
VPN,Matched,2023-05-09,856,381,36807
VPN,Matched,2023-05-16,767,366,37173
VPN,Matched,2023-05-23,907,419,37592
VPN,Matched,2023-05-30,940,462,38054
VPN,Matched,2023-06-06,838,399,38453
VPN,Matched,2023-06-13,831,417,38870
VPN,Matched,2023-06-20,751,373,39243
VPN,Matched,2023-06-27,856,444,39687
VPN,Matched,2023-07-04,712,377,40064
VPN,Matched,2023-07-11,766,412,40476
VPN,Matched,2023-07-18,701,362,40838
VPN,Matched,2023-07-25,765,407,41245
VPN,Matched,2023-08-01,758,415,41660
VPN,Matched,2023-08-08,785,407,42067
VPN,Matched,2023-08-15,889,468,42535
VPN,Matched,2023-08-22,753,408,42943
VPN,Matched,2023-08-29,812,431,43374
VPN,Matched,2023-09-05,768,396,43770
VPN,Matched,2023-09-12,798,395,44165
VPN,Matched,2023-09-19,807,409,44574
VPN,Matched,2023-09-26,759,377,44951
VPN,Matched,2023-10-03,563,299,45250
VPN,Matched,2023-10-10,584,299,45549
VPN,Matched,2023-10-17,612,345,45894
VPN,Matched,2023-10-24,630,338,46232
VPN,Matched,2023-10-31,732,379,46611
VPN,Matched,2023-11-07,797,405,47016
VPN,Matched,2023-11-14,812,420,47436
VPN,Matched,2023-11-21,873,455,47891
VPN,Matched,2023-11-28,826,431,48322
VPN,Matched,2023-12-05,876,444,48766
VPN,Matched,2023-12-12,909,469,49235
VPN,Matched,2023-12-19,847,439,49674
VPN,Matched,2023-12-26,920,492,50166
VPN,Matched,2024-01-02,1022,505,50671
VPN,Matched,2024-01-09,917,500,51171
VPN,Matched,2024-01-16,913,464,51635
VPN,Matched,2024-01-23,958,517,52152
VPN,Matched,2024-01-30,1030,529,52681
VPN,Matched,2024-02-06,1166,624,53305
VPN,Matched,2024-02-13,1007,506,53811
VPN,Matched,2024-02-20,1038,525,54336
VPN,Matched,2024-02-27,1005,515,54851
VPN,Matched,2024-03-05,905,453,55304
VPN,Matched,2024-03-12,919,473,55777
VPN,Matched,2024-03-19,910,472,56249
VPN,Matched,2024-03-26,976,508,56757
VPN,Matched,2024-04-02,1064,549,57306
VPN,Matched,2024-04-09,991,472,57778
VPN,Matched,2024-04-16,912,449,58227
VPN,Matched,2024-04-23,938,456,58683
VPN,Matched,2024-04-30,1015,484,59167
VPN,Matched,2024-05-07,905,434,59601
VPN,Matched,2024-05-14,978,458,60059
VPN,Matched,2024-05-21,910,448,60507
VPN,Matched,2024-05-28,867,447,60954
VPN,Matched,2024-06-04,900,490,61444
VPN,Matched,2024-06-11,935,473,61917
VPN,Matched,2024-06-18,979,496,62413
VPN,Matched,2024-06-25,965,467,62880
VPN,Matched,2024-07-02,946,462,63342
VPN,Matched,2024-07-09,930,475,63817
VPN,Matched,2024-07-16,1023,525,64342
VPN,Matched,2024-07-23,1052,527,64869
VPN,Matched,2024-07-30,977,467,65336
VPN,Matched,2024-08-06,1037,521,65857
VPN,Matched,2024-08-13,1079,540,66397
VPN,Matched,2024-08-20,1044,529,66926
VPN,Matched,2024-08-27,1138,569,67495
VPN,Matched,2024-09-03,1016,531,68026
VPN,Matched,2024-09-10,1093,540,68566
VPN,Matched,2024-09-17,1065,544,69110
VPN,Matched,2024-09-24,1146,552,69662
VPN,Matched,2024-10-01,1142,566,70228
VPN,Matched,2024-10-08,1035,500,70728
VPN,Matched,2024-10-15,901,432,71160
VPN,Matched,2024-10-22,1041,538,71698
VPN,Matched,2024-10-29,1007,494,72192
VPN,Matched,2024-11-05,1085,524,72716
VPN,Matched,2024-11-12,999,477,73193
VPN,Matched,2024-11-19,991,462,73655
VPN,Matched,2024-11-26,1033,521,74176
VPN,Matched,2024-12-03,989,470,74646
VPN,Matched,2024-12-10,955,455,75101
VPN,Matched,2024-12-17,1081,556,75657
VPN,Matched,2024-12-24,941,442,76099
VPN,Matched,2024-12-31,1113,531,76630
VPN,Matched,2025-01-07,1072,531,77161
VPN,Matched,2025-01-14,1693,932,78093
VPN,Matched,2025-01-21,1281,617,78710
VPN,Matched,2025-01-28,1265,607,79317
VPN,Matched,2025-02-04,1163,562,79879
VPN,Matched,2025-02-11,1289,681,80560
VPN,Matched,2025-02-18,1405,702,81262
VPN,Matched,2025-02-25,1346,647,81909
VPN,Matched,2025-03-04,1085,523,82432
VPN,Matched,2025-03-11,1037,489,82921
VPN,Matched,2025-03-18,957,453,83374
VPN,Matched,2025-03-25,984,457,83831
VPN,Matched,2025-04-01,1069,504,84335
VPN,Matched,2025-04-08,945,472,84807
VPN,Matched,2025-04-15,1081,511,85318
VPN,Matched,2025-04-22,1060,517,85835
VPN,Matched,2025-04-29,970,458,86293
VPN,Matched,2025-05-06,920,423,86716
VPN,Matched,2025-05-13,1049,467,87183
VPN,Matched,2025-05-20,903,408,87591
VPN,Matched,2025-05-27,899,417,88008
VPN,Matched,2025-06-03,937,405,88413
VPN,Matched,2025-06-10,935,425,88838
VPN,Matched,2025-06-17,887,417,89255
VPN,Matched,2025-06-24,1128,570,89825
VPN,Matched,2025-07-01,1030,467,90292
VPN,Matched,2025-07-08,914,440,90732
VPN,Matched,2025-07-15,984,487,91219
VPN,Matched,2025-07-22,1814,968,92187
VPN,Matched,2025-07-29,2252,1208,93395
VPN,Matched,2025-08-05,1748,859,94254
VPN,Matched,2025-08-12,1594,849,95103
VPN,Matched,2025-08-19,1779,868,95971
VPN,Matched,2025-08-26,1616,800,96771
VPN,Matched,2025-09-02,1498,716,97487
VPN,Matched,2025-09-09,1523,744,98231
VPN,Matched,2025-09-16,1616,759,98990
VPN,Matched,2025-09-23,1559,728,99718
VPN,Matched,2025-09-30,1491,687,100405
VPN,Matched,2025-10-07,1278,576,100981
VPN,Matched,2025-10-14,1373,624,101605
VPN,Matched,2025-10-21,1041,460,102065
VPN,Matched (UK),2021-10-26,42,42,42
VPN,Matched (UK),2021-11-02,45,40,82
VPN,Matched (UK),2021-11-09,39,33,115
VPN,Matched (UK),2021-11-16,54,47,162
VPN,Matched (UK),2021-11-23,59,49,211
VPN,Matched (UK),2021-11-30,49,36,247
VPN,Matched (UK),2021-12-07,53,33,280
VPN,Matched (UK),2021-12-14,45,25,305
VPN,Matched (UK),2021-12-21,67,41,346
VPN,Matched (UK),2021-12-28,55,37,383
VPN,Matched (UK),2022-01-04,61,38,421
VPN,Matched (UK),2022-01-11,79,49,470
VPN,Matched (UK),2022-01-18,83,54,524
VPN,Matched (UK),2022-01-25,57,32,556
VPN,Matched (UK),2022-02-01,58,38,594
VPN,Matched (UK),2022-02-08,65,37,631
VPN,Matched (UK),2022-02-15,62,27,658
VPN,Matched (UK),2022-02-22,57,29,687
VPN,Matched (UK),2022-03-01,55,30,717
VPN,Matched (UK),2022-03-08,71,37,754
VPN,Matched (UK),2022-03-15,59,34,788
VPN,Matched (UK),2022-03-22,50,25,813
VPN,Matched (UK),2022-03-29,58,28,841
VPN,Matched (UK),2022-04-05,69,32,873
VPN,Matched (UK),2022-04-12,49,23,896
VPN,Matched (UK),2022-04-19,60,35,931
VPN,Matched (UK),2022-04-26,48,33,964
VPN,Matched (UK),2022-05-03,58,26,990
VPN,Matched (UK),2022-05-10,51,21,1011
VPN,Matched (UK),2022-05-17,63,33,1044
VPN,Matched (UK),2022-05-24,54,22,1066
VPN,Matched (UK),2022-05-31,59,24,1090
VPN,Matched (UK),2022-06-07,70,38,1128
VPN,Matched (UK),2022-06-14,45,23,1151
VPN,Matched (UK),2022-06-21,50,23,1174
VPN,Matched (UK),2022-06-28,50,25,1199
VPN,Matched (UK),2022-07-05,60,27,1226
VPN,Matched (UK),2022-07-12,52,22,1248
VPN,Matched (UK),2022-07-19,56,25,1273
VPN,Matched (UK),2022-07-26,82,37,1310
VPN,Matched (UK),2022-08-02,48,24,1334
VPN,Matched (UK),2022-08-09,61,23,1357
VPN,Matched (UK),2022-08-16,68,33,1390
VPN,Matched (UK),2022-08-23,68,29,1419
VPN,Matched (UK),2022-08-30,73,27,1446
VPN,Matched (UK),2022-09-06,70,28,1474
VPN,Matched (UK),2022-09-13,66,38,1512
VPN,Matched (UK),2022-09-20,61,32,1544
VPN,Matched (UK),2022-09-27,51,13,1557
VPN,Matched (UK),2022-10-04,69,25,1582
VPN,Matched (UK),2022-10-11,50,21,1603
VPN,Matched (UK),2022-10-18,53,23,1626
VPN,Matched (UK),2022-10-25,62,30,1656
VPN,Matched (UK),2022-11-01,64,33,1689
VPN,Matched (UK),2022-11-08,57,26,1715
VPN,Matched (UK),2022-11-15,54,19,1734
VPN,Matched (UK),2022-11-22,55,27,1761
VPN,Matched (UK),2022-11-29,60,25,1786
VPN,Matched (UK),2022-12-06,72,30,1816
VPN,Matched (UK),2022-12-13,77,36,1852
VPN,Matched (UK),2022-12-20,70,29,1881
VPN,Matched (UK),2022-12-27,69,29,1910
VPN,Matched (UK),2023-01-03,71,35,1945
VPN,Matched (UK),2023-01-10,43,18,1963
VPN,Matched (UK),2023-01-17,61,29,1992
VPN,Matched (UK),2023-01-24,51,20,2012
VPN,Matched (UK),2023-01-31,77,39,2051
VPN,Matched (UK),2023-02-07,59,22,2073
VPN,Matched (UK),2023-02-14,68,29,2102
VPN,Matched (UK),2023-02-21,74,26,2128
VPN,Matched (UK),2023-02-28,76,36,2164
VPN,Matched (UK),2023-03-07,75,35,2199
VPN,Matched (UK),2023-03-14,66,34,2233
VPN,Matched (UK),2023-03-21,56,25,2258
VPN,Matched (UK),2023-03-28,57,32,2290
VPN,Matched (UK),2023-04-04,70,28,2318
VPN,Matched (UK),2023-04-11,76,32,2350
VPN,Matched (UK),2023-04-18,50,23,2373
VPN,Matched (UK),2023-04-25,82,42,2415
VPN,Matched (UK),2023-05-02,84,41,2456
VPN,Matched (UK),2023-05-09,61,28,2484
VPN,Matched (UK),2023-05-16,56,21,2505
VPN,Matched (UK),2023-05-23,75,29,2534
VPN,Matched (UK),2023-05-30,72,28,2562
VPN,Matched (UK),2023-06-06,65,33,2595
VPN,Matched (UK),2023-06-13,67,30,2625
VPN,Matched (UK),2023-06-20,56,28,2653
VPN,Matched (UK),2023-06-27,74,26,2679
VPN,Matched (UK),2023-07-04,54,27,2706
VPN,Matched (UK),2023-07-11,50,24,2730
VPN,Matched (UK),2023-07-18,60,24,2754
VPN,Matched (UK),2023-07-25,76,40,2794
VPN,Matched (UK),2023-08-01,77,34,2828
VPN,Matched (UK),2023-08-08,64,28,2856
VPN,Matched (UK),2023-08-15,75,33,2889
VPN,Matched (UK),2023-08-22,60,32,2921
VPN,Matched (UK),2023-08-29,62,24,2945
VPN,Matched (UK),2023-09-05,67,23,2968
VPN,Matched (UK),2023-09-12,53,20,2988
VPN,Matched (UK),2023-09-19,72,31,3019
VPN,Matched (UK),2023-09-26,62,35,3054
VPN,Matched (UK),2023-10-03,48,23,3077
VPN,Matched (UK),2023-10-10,35,19,3096
VPN,Matched (UK),2023-10-17,49,24,3120
VPN,Matched (UK),2023-10-24,55,25,3145
VPN,Matched (UK),2023-10-31,51,27,3172
VPN,Matched (UK),2023-11-07,70,32,3204
VPN,Matched (UK),2023-11-14,65,25,3229
VPN,Matched (UK),2023-11-21,64,27,3256
VPN,Matched (UK),2023-11-28,49,22,3278
VPN,Matched (UK),2023-12-05,78,35,3313
VPN,Matched (UK),2023-12-12,77,32,3345
VPN,Matched (UK),2023-12-19,75,32,3377
VPN,Matched (UK),2023-12-26,74,36,3413
VPN,Matched (UK),2024-01-02,76,25,3438
VPN,Matched (UK),2024-01-09,75,40,3478
VPN,Matched (UK),2024-01-16,87,40,3518
VPN,Matched (UK),2024-01-23,76,32,3550
VPN,Matched (UK),2024-01-30,89,38,3588
VPN,Matched (UK),2024-02-06,103,52,3640
VPN,Matched (UK),2024-02-13,107,45,3685
VPN,Matched (UK),2024-02-20,77,31,3716
VPN,Matched (UK),2024-02-27,92,48,3764
VPN,Matched (UK),2024-03-05,72,30,3794
VPN,Matched (UK),2024-03-12,76,37,3831
VPN,Matched (UK),2024-03-19,73,39,3870
VPN,Matched (UK),2024-03-26,67,31,3901
VPN,Matched (UK),2024-04-02,83,38,3939
VPN,Matched (UK),2024-04-09,85,30,3969
VPN,Matched (UK),2024-04-16,59,25,3994
VPN,Matched (UK),2024-04-23,64,27,4021
VPN,Matched (UK),2024-04-30,79,32,4053
VPN,Matched (UK),2024-05-07,75,30,4083
VPN,Matched (UK),2024-05-14,75,25,4108
VPN,Matched (UK),2024-05-21,69,33,4141
VPN,Matched (UK),2024-05-28,67,32,4173
VPN,Matched (UK),2024-06-04,57,31,4204
VPN,Matched (UK),2024-06-11,69,29,4233
VPN,Matched (UK),2024-06-18,71,27,4260
VPN,Matched (UK),2024-06-25,84,32,4292
VPN,Matched (UK),2024-07-02,78,31,4323
VPN,Matched (UK),2024-07-09,59,30,4353
VPN,Matched (UK),2024-07-16,80,27,4380
VPN,Matched (UK),2024-07-23,70,31,4411
VPN,Matched (UK),2024-07-30,82,27,4438
VPN,Matched (UK),2024-08-06,77,37,4475
VPN,Matched (UK),2024-08-13,78,26,4501
VPN,Matched (UK),2024-08-20,81,40,4541
VPN,Matched (UK),2024-08-27,88,45,4586
VPN,Matched (UK),2024-09-03,84,36,4622
VPN,Matched (UK),2024-09-10,74,35,4657
VPN,Matched (UK),2024-09-17,86,33,4690
VPN,Matched (UK),2024-09-24,87,36,4726
VPN,Matched (UK),2024-10-01,94,40,4766
VPN,Matched (UK),2024-10-08,69,31,4797
VPN,Matched (UK),2024-10-15,83,36,4833
VPN,Matched (UK),2024-10-22,70,35,4868
VPN,Matched (UK),2024-10-29,78,37,4905
VPN,Matched (UK),2024-11-05,97,47,4952
VPN,Matched (UK),2024-11-12,85,32,4984
VPN,Matched (UK),2024-11-19,75,33,5017
VPN,Matched (UK),2024-11-26,82,33,5050
VPN,Matched (UK),2024-12-03,67,28,5078
VPN,Matched (UK),2024-12-10,73,24,5102
VPN,Matched (UK),2024-12-17,88,30,5132
VPN,Matched (UK),2024-12-24,84,34,5166
VPN,Matched (UK),2024-12-31,84,28,5194
VPN,Matched (UK),2025-01-07,90,42,5236
VPN,Matched (UK),2025-01-14,147,59,5295
VPN,Matched (UK),2025-01-21,101,41,5336
VPN,Matched (UK),2025-01-28,93,34,5370
VPN,Matched (UK),2025-02-04,98,42,5412
VPN,Matched (UK),2025-02-11,112,41,5453
VPN,Matched (UK),2025-02-18,134,60,5513
VPN,Matched (UK),2025-02-25,121,59,5572
VPN,Matched (UK),2025-03-04,99,49,5621
VPN,Matched (UK),2025-03-11,85,34,5655
VPN,Matched (UK),2025-03-18,87,38,5693
VPN,Matched (UK),2025-03-25,81,35,5728
VPN,Matched (UK),2025-04-01,96,39,5767
VPN,Matched (UK),2025-04-08,67,26,5793
VPN,Matched (UK),2025-04-15,95,40,5833
VPN,Matched (UK),2025-04-22,90,39,5872
VPN,Matched (UK),2025-04-29,73,32,5904
VPN,Matched (UK),2025-05-06,70,24,5928
VPN,Matched (UK),2025-05-13,96,44,5972
VPN,Matched (UK),2025-05-20,82,33,6005
VPN,Matched (UK),2025-05-27,76,30,6035
VPN,Matched (UK),2025-06-03,84,27,6062
VPN,Matched (UK),2025-06-10,80,24,6086
VPN,Matched (UK),2025-06-17,104,48,6134
VPN,Matched (UK),2025-06-24,107,44,6178
VPN,Matched (UK),2025-07-01,84,34,6212
VPN,Matched (UK),2025-07-08,82,31,6243
VPN,Matched (UK),2025-07-15,110,55,6298
VPN,Matched (UK),2025-07-22,313,203,6501
VPN,Matched (UK),2025-07-29,459,258,6759
VPN,Matched (UK),2025-08-05,303,127,6886
VPN,Matched (UK),2025-08-12,300,165,7051
VPN,Matched (UK),2025-08-19,313,160,7211
VPN,Matched (UK),2025-08-26,206,103,7314
VPN,Matched (UK),2025-09-02,182,73,7387
VPN,Matched (UK),2025-09-09,178,80,7467
VPN,Matched (UK),2025-09-16,179,64,7531
VPN,Matched (UK),2025-09-23,183,75,7606
VPN,Matched (UK),2025-09-30,173,70,7676
VPN,Matched (UK),2025-10-07,143,49,7725
VPN,Matched (UK),2025-10-14,145,56,7781
VPN,Matched (UK),2025-10-21,115,40,7821
VPN,Classified,2021-10-26,59,59,59
VPN,Classified,2021-11-02,56,52,111
VPN,Classified,2021-11-09,44,42,153
VPN,Classified,2021-11-16,46,41,194
VPN,Classified,2021-11-23,52,47,241
VPN,Classified,2021-11-30,48,45,286
VPN,Classified,2021-12-07,52,44,330
VPN,Classified,2021-12-14,32,29,359
VPN,Classified,2021-12-21,42,39,398
VPN,Classified,2021-12-28,40,32,430
VPN,Classified,2022-01-04,53,47,477
VPN,Classified,2022-01-11,88,75,552
VPN,Classified,2022-01-18,122,92,644
VPN,Classified,2022-01-25,48,41,685
VPN,Classified,2022-02-01,43,38,723
VPN,Classified,2022-02-08,93,80,803
VPN,Classified,2022-02-15,70,54,857
VPN,Classified,2022-02-22,81,67,924
VPN,Classified,2022-03-01,100,76,1000
VPN,Classified,2022-03-08,88,69,1069
VPN,Classified,2022-03-15,75,58,1127
VPN,Classified,2022-03-22,67,47,1174
VPN,Classified,2022-03-29,39,32,1206
VPN,Classified,2022-04-05,60,44,1250
VPN,Classified,2022-04-12,58,45,1295
VPN,Classified,2022-04-19,72,63,1358
VPN,Classified,2022-04-26,50,37,1395
VPN,Classified,2022-05-03,109,85,1480
VPN,Classified,2022-05-10,56,37,1517
VPN,Classified,2022-05-17,76,58,1575
VPN,Classified,2022-05-24,74,57,1632
VPN,Classified,2022-05-31,66,46,1678
VPN,Classified,2022-06-07,73,45,1723
VPN,Classified,2022-06-14,50,35,1758
VPN,Classified,2022-06-21,68,42,1800
VPN,Classified,2022-06-28,69,46,1846
VPN,Classified,2022-07-05,57,39,1885
VPN,Classified,2022-07-12,46,37,1922
VPN,Classified,2022-07-19,74,49,1971
VPN,Classified,2022-07-26,73,55,2026
VPN,Classified,2022-08-02,40,26,2052
VPN,Classified,2022-08-09,55,37,2089
VPN,Classified,2022-08-16,78,48,2137
VPN,Classified,2022-08-23,69,53,2190
VPN,Classified,2022-08-30,67,45,2235
VPN,Classified,2022-09-06,67,58,2293
VPN,Classified,2022-09-13,66,46,2339
VPN,Classified,2022-09-20,98,74,2413
VPN,Classified,2022-09-27,90,64,2477
VPN,Classified,2022-10-04,66,48,2525
VPN,Classified,2022-10-11,106,70,2595
VPN,Classified,2022-10-18,78,52,2647
VPN,Classified,2022-10-25,81,49,2696
VPN,Classified,2022-11-01,50,36,2732
VPN,Classified,2022-11-08,86,58,2790
VPN,Classified,2022-11-15,71,49,2839
VPN,Classified,2022-11-22,77,56,2895
VPN,Classified,2022-11-29,65,46,2941
VPN,Classified,2022-12-06,99,70,3011
VPN,Classified,2022-12-13,73,49,3060
VPN,Classified,2022-12-20,77,51,3111
VPN,Classified,2022-12-27,63,50,3161
VPN,Classified,2023-01-03,81,51,3212
VPN,Classified,2023-01-10,60,40,3252
VPN,Classified,2023-01-17,52,36,3288
VPN,Classified,2023-01-24,73,45,3333
VPN,Classified,2023-01-31,91,61,3394
VPN,Classified,2023-02-07,84,48,3442
VPN,Classified,2023-02-14,63,40,3482
VPN,Classified,2023-02-21,73,44,3526
VPN,Classified,2023-02-28,72,47,3573
VPN,Classified,2023-03-07,95,63,3636
VPN,Classified,2023-03-14,55,34,3670
VPN,Classified,2023-03-21,53,34,3704
VPN,Classified,2023-03-28,136,106,3810
VPN,Classified,2023-04-04,63,48,3858
VPN,Classified,2023-04-11,79,55,3913
VPN,Classified,2023-04-18,74,46,3959
VPN,Classified,2023-04-25,81,54,4013
VPN,Classified,2023-05-02,99,66,4079
VPN,Classified,2023-05-09,82,51,4130
VPN,Classified,2023-05-16,63,36,4166
VPN,Classified,2023-05-23,97,57,4223
VPN,Classified,2023-05-30,65,44,4267
VPN,Classified,2023-06-06,47,29,4296
VPN,Classified,2023-06-13,48,36,4332
VPN,Classified,2023-06-20,47,37,4369
VPN,Classified,2023-06-27,80,58,4427
VPN,Classified,2023-07-04,57,43,4470
VPN,Classified,2023-07-11,42,31,4501
VPN,Classified,2023-07-18,66,46,4547
VPN,Classified,2023-07-25,93,62,4609
VPN,Classified,2023-08-01,77,56,4665
VPN,Classified,2023-08-08,68,44,4709
VPN,Classified,2023-08-15,55,32,4741
VPN,Classified,2023-08-22,76,51,4792
VPN,Classified,2023-08-29,75,55,4847
VPN,Classified,2023-09-05,56,36,4883
VPN,Classified,2023-09-12,65,42,4925
VPN,Classified,2023-09-19,48,28,4953
VPN,Classified,2023-09-26,72,47,5000
VPN,Classified,2023-10-03,26,17,5017
VPN,Classified,2023-10-10,42,28,5045
VPN,Classified,2023-10-17,30,23,5068
VPN,Classified,2023-10-24,48,33,5101
VPN,Classified,2023-10-31,37,23,5124
VPN,Classified,2023-11-07,57,35,5159
VPN,Classified,2023-11-14,81,56,5215
VPN,Classified,2023-11-21,61,40,5255
VPN,Classified,2023-11-28,40,24,5279
VPN,Classified,2023-12-05,63,41,5320
VPN,Classified,2023-12-12,62,46,5366
VPN,Classified,2023-12-19,76,52,5418
VPN,Classified,2023-12-26,55,40,5458
VPN,Classified,2024-01-02,93,66,5524
VPN,Classified,2024-01-09,67,49,5573
VPN,Classified,2024-01-16,57,40,5613
VPN,Classified,2024-01-23,83,52,5665
VPN,Classified,2024-01-30,85,58,5723
VPN,Classified,2024-02-06,109,77,5800
VPN,Classified,2024-02-13,129,90,5890
VPN,Classified,2024-02-20,130,81,5971
VPN,Classified,2024-02-27,76,50,6021
VPN,Classified,2024-03-05,57,43,6064
VPN,Classified,2024-03-12,62,43,6107
VPN,Classified,2024-03-19,74,52,6159
VPN,Classified,2024-03-26,88,71,6230
VPN,Classified,2024-04-02,67,48,6278
VPN,Classified,2024-04-09,81,58,6336
VPN,Classified,2024-04-16,79,46,6382
VPN,Classified,2024-04-23,85,58,6440
VPN,Classified,2024-04-30,85,61,6501
VPN,Classified,2024-05-07,71,50,6551
VPN,Classified,2024-05-14,71,51,6602
VPN,Classified,2024-05-21,86,63,6665
VPN,Classified,2024-05-28,67,44,6709
VPN,Classified,2024-06-04,49,34,6743
VPN,Classified,2024-06-11,67,48,6791
VPN,Classified,2024-06-18,101,67,6858
VPN,Classified,2024-06-25,83,59,6917
VPN,Classified,2024-07-02,126,85,7002
VPN,Classified,2024-07-09,75,54,7056
VPN,Classified,2024-07-16,78,53,7109
VPN,Classified,2024-07-23,108,75,7184
VPN,Classified,2024-07-30,79,62,7246
VPN,Classified,2024-08-06,104,75,7321
VPN,Classified,2024-08-13,87,59,7380
VPN,Classified,2024-08-20,99,74,7454
VPN,Classified,2024-08-27,101,67,7521
VPN,Classified,2024-09-03,104,70,7591
VPN,Classified,2024-09-10,123,78,7669
VPN,Classified,2024-09-17,120,82,7751
VPN,Classified,2024-09-24,85,47,7798
VPN,Classified,2024-10-01,79,53,7851
VPN,Classified,2024-10-08,67,44,7895
VPN,Classified,2024-10-15,75,52,7947
VPN,Classified,2024-10-22,83,57,8004
VPN,Classified,2024-10-29,77,48,8052
VPN,Classified,2024-11-05,84,55,8107
VPN,Classified,2024-11-12,87,60,8167
VPN,Classified,2024-11-19,65,43,8210
VPN,Classified,2024-11-26,79,43,8253
VPN,Classified,2024-12-03,73,49,8302
VPN,Classified,2024-12-10,61,41,8343
VPN,Classified,2024-12-17,120,79,8422
VPN,Classified,2024-12-24,73,51,8473
VPN,Classified,2024-12-31,82,49,8522
VPN,Classified,2025-01-07,70,46,8568
VPN,Classified,2025-01-14,212,155,8723
VPN,Classified,2025-01-21,119,74,8797
VPN,Classified,2025-01-28,106,72,8869
VPN,Classified,2025-02-04,97,65,8934
VPN,Classified,2025-02-11,67,49,8983
VPN,Classified,2025-02-18,158,112,9095
VPN,Classified,2025-02-25,104,64,9159
VPN,Classified,2025-03-04,43,27,9186
VPN,Classified,2025-03-11,52,33,9219
VPN,Classified,2025-03-18,55,38,9257
VPN,Classified,2025-03-25,84,57,9314
VPN,Classified,2025-04-01,64,38,9352
VPN,Classified,2025-04-08,71,44,9396
VPN,Classified,2025-04-15,90,61,9457
VPN,Classified,2025-04-22,52,35,9492
VPN,Classified,2025-04-29,66,47,9539
VPN,Classified,2025-05-06,60,43,9582
VPN,Classified,2025-05-13,82,47,9629
VPN,Classified,2025-05-20,49,38,9667
VPN,Classified,2025-05-27,67,38,9705
VPN,Classified,2025-06-03,97,67,9772
VPN,Classified,2025-06-10,81,50,9822
VPN,Classified,2025-06-17,70,42,9864
VPN,Classified,2025-06-24,109,78,9942
VPN,Classified,2025-07-01,85,52,9994
VPN,Classified,2025-07-08,89,55,10049
VPN,Classified,2025-07-15,98,68,10117
VPN,Classified,2025-07-22,328,272,10389
