group,filter,week,unique_users,new_users,cumulative_users
VPN,Unmatched (UK),2023-04-18,295,81,6280
VPN,Unmatched (UK),2023-04-25,226,65,6345
VPN,Unmatched (UK),2023-05-02,248,65,6410
VPN,Unmatched (UK),2023-05-09,232,73,6483
VPN,Unmatched (UK),2023-05-16,210,57,6540
VPN,Unmatched (UK),2023-05-23,217,56,6596
VPN,Unmatched (UK),2023-05-30,283,75,6671
VPN,Unmatched (UK),2023-06-06,271,83,6754
VPN,Unmatched (UK),2023-06-13,245,73,6827
VPN,Unmatched (UK),2023-06-20,196,52,6879
VPN,Unmatched (UK),2023-06-27,245,71,6950
VPN,Unmatched (UK),2023-07-04,245,80,7030
VPN,Unmatched (UK),2023-07-11,205,68,7098
VPN,Unmatched (UK),2023-07-18,211,50,7148
VPN,Unmatched (UK),2023-07-25,217,73,7221
VPN,Unmatched (UK),2023-08-01,182,49,7270
VPN,Unmatched (UK),2023-08-08,216,52,7322
VPN,Unmatched (UK),2023-08-15,201,62,7384
VPN,Unmatched (UK),2023-08-22,198,60,7444
VPN,Unmatched (UK),2023-08-29,243,64,7508
VPN,Unmatched (UK),2023-09-05,224,63,7571
VPN,Unmatched (UK),2023-09-12,202,57,7628
VPN,Unmatched (UK),2023-09-19,209,46,7674
VPN,Unmatched (UK),2023-09-26,196,51,7725
VPN,Unmatched (UK),2023-10-03,126,34,7759
VPN,Unmatched (UK),2023-10-10,137,42,7801
VPN,Unmatched (UK),2023-10-17,167,65,7866
VPN,Unmatched (UK),2023-10-24,156,48,7914
VPN,Unmatched (UK),2023-10-31,207,54,7968
VPN,Unmatched (UK),2023-11-07,222,65,8033
VPN,Unmatched (UK),2023-11-14,240,62,8095
VPN,Unmatched (UK),2023-11-21,239,62,8157
VPN,Unmatched (UK),2023-11-28,222,58,8215
VPN,Unmatched (UK),2023-12-05,286,72,8287
VPN,Unmatched (UK),2023-12-12,223,55,8342
VPN,Unmatched (UK),2023-12-19,261,53,8395
VPN,Unmatched (UK),2023-12-26,229,47,8442
VPN,Unmatched (UK),2024-01-02,271,78,8520
VPN,Unmatched (UK),2024-01-09,257,62,8582
VPN,Unmatched (UK),2024-01-16,245,79,8661
VPN,Unmatched (UK),2024-01-23,344,93,8754
VPN,Unmatched (UK),2024-01-30,338,109,8863
VPN,Unmatched (UK),2024-02-06,334,107,8970
VPN,Unmatched (UK),2024-02-13,327,106,9076
VPN,Unmatched (UK),2024-02-20,322,95,9171
VPN,Unmatched (UK),2024-02-27,305,83,9254
VPN,Unmatched (UK),2024-03-05,277,80,9334
VPN,Unmatched (UK),2024-03-12,337,130,9464
VPN,Unmatched (UK),2024-03-19,268,89,9553
VPN,Unmatched (UK),2024-03-26,316,108,9661
VPN,Unmatched (UK),2024-04-02,288,82,9743
VPN,Unmatched (UK),2024-04-09,313,84,9827
VPN,Unmatched (UK),2024-04-16,316,96,9923
VPN,Unmatched (UK),2024-04-23,357,91,10014
VPN,Unmatched (UK),2024-04-30,287,59,10073
VPN,Unmatched (UK),2024-05-07,256,72,10145
VPN,Unmatched (UK),2024-05-14,260,63,10208
VPN,Unmatched (UK),2024-05-21,409,164,10372
VPN,Unmatched (UK),2024-05-28,317,112,10484
VPN,Unmatched (UK),2024-06-04,298,73,10557
VPN,Unmatched (UK),2024-06-11,281,87,10644
VPN,Unmatched (UK),2024-06-18,272,71,10715
VPN,Unmatched (UK),2024-06-25,303,62,10777
VPN,Unmatched (UK),2024-07-02,291,70,10847
VPN,Unmatched (UK),2024-07-09,268,78,10925
VPN,Unmatched (UK),2024-07-16,299,88,11013
VPN,Unmatched (UK),2024-07-23,305,85,11098
VPN,Unmatched (UK),2024-07-30,345,86,11184
VPN,Unmatched (UK),2024-08-06,331,74,11258
VPN,Unmatched (UK),2024-08-13,329,94,11352
VPN,Unmatched (UK),2024-08-20,327,91,11443
VPN,Unmatched (UK),2024-08-27,340,104,11547
VPN,Unmatched (UK),2024-09-03,353,98,11645
VPN,Unmatched (UK),2024-09-10,347,99,11744
VPN,Unmatched (UK),2024-09-17,363,105,11849
VPN,Unmatched (UK),2024-09-24,368,101,11950
VPN,Unmatched (UK),2024-10-01,365,105,12055
VPN,Unmatched (UK),2024-10-08,295,67,12122
VPN,Unmatched (UK),2024-10-15,332,93,12215
VPN,Unmatched (UK),2024-10-22,350,110,12325
VPN,Unmatched (UK),2024-10-29,291,67,12392
VPN,Unmatched (UK),2024-11-05,319,84,12476
VPN,Unmatched (UK),2024-11-12,275,82,12558
VPN,Unmatched (UK),2024-11-19,296,75,12633
VPN,Unmatched (UK),2024-11-26,249,54,12687
VPN,Unmatched (UK),2024-12-03,304,98,12785
VPN,Unmatched (UK),2024-12-10,306,79,12864
VPN,Unmatched (UK),2024-12-17,270,69,12933
VPN,Unmatched (UK),2024-12-24,284,63,12996
VPN,Unmatched (UK),2024-12-31,425,162,13158
VPN,Unmatched (UK),2025-01-07,317,86,13244
VPN,Unmatched (UK),2025-01-14,463,139,13383
VPN,Unmatched (UK),2025-01-21,322,80,13463
VPN,Unmatched (UK),2025-01-28,405,117,13580
VPN,Unmatched (UK),2025-02-04,426,108,13688
VPN,Unmatched (UK),2025-02-11,465,162,13850
VPN,Unmatched (UK),2025-02-18,590,186,14036
VPN,Unmatched (UK),2025-02-25,549,170,14206
VPN,Unmatched (UK),2025-03-04,354,81,14287
VPN,Unmatched (UK),2025-03-11,384,114,14401
VPN,Unmatched (UK),2025-03-18,301,81,14482
VPN,Unmatched (UK),2025-03-25,368,83,14565
VPN,Unmatched (UK),2025-04-01,313,77,14642
VPN,Unmatched (UK),2025-04-08,298,63,14705
VPN,Unmatched (UK),2025-04-15,336,80,14785
VPN,Unmatched (UK),2025-04-22,358,99,14884
VPN,Unmatched (UK),2025-04-29,297,75,14959
VPN,Unmatched (UK),2025-05-06,286,68,15027
VPN,Unmatched (UK),2025-05-13,346,80,15107
VPN,Unmatched (UK),2025-05-20,315,80,15187
VPN,Unmatched (UK),2025-05-27,333,79,15266
VPN,Unmatched (UK),2025-06-03,347,79,15345
VPN,Unmatched (UK),2025-06-10,303,72,15417
VPN,Unmatched (UK),2025-06-17,406,111,15528
VPN,Unmatched (UK),2025-06-24,416,122,15650
VPN,Unmatched (UK),2025-07-01,319,69,15719
VPN,Unmatched (UK),2025-07-08,398,87,15806
VPN,Unmatched (UK),2025-07-15,431,138,15944
VPN,Unmatched (UK),2025-07-22,702,304,16248
VPN,Unmatched (UK),2025-07-29,979,439,16687
VPN,Unmatched (UK),2025-08-05,763,260,16947
VPN,Unmatched (UK),2025-08-12,741,300,17247
VPN,Unmatched (UK),2025-08-19,792,257,17504
VPN,Unmatched (UK),2025-08-26,660,198,17702
VPN,Unmatched (UK),2025-09-02,557,159,17861
VPN,Unmatched (UK),2025-09-09,611,190,18051
VPN,Unmatched (UK),2025-09-16,677,224,18275
VPN,Unmatched (UK),2025-09-23,579,179,18454
VPN,Unmatched (UK),2025-09-30,602,170,18624
VPN,Unmatched (UK),2025-10-07,507,126,18750
VPN,Unmatched (UK),2025-10-14,470,97,18847
VPN,Unmatched (UK),2025-10-21,340,61,18908
VPN,Raw,2021-10-26,2905,2905,2905
VPN,Raw,2021-11-02,3345,2564,5469
VPN,Raw,2021-11-09,3319,2204,7673
VPN,Raw,2021-11-16,2935,1744,9417
VPN,Raw,2021-11-23,3234,1860,11277
VPN,Raw,2021-11-30,3089,1662,12939
VPN,Raw,2021-12-07,2940,1505,14444
VPN,Raw,2021-12-14,2992,1524,15968
VPN,Raw,2021-12-21,3350,1747,17715
VPN,Raw,2021-12-28,3458,1703,19418
VPN,Raw,2022-01-04,3716,1842,21260
VPN,Raw,2022-01-11,3344,1586,22846
VPN,Raw,2022-01-18,3532,1622,24468
VPN,Raw,2022-01-25,3468,1597,26065
VPN,Raw,2022-02-01,3241,1477,27542
VPN,Raw,2022-02-08,3699,1635,29177
VPN,Raw,2022-02-15,3289,1364,30541
VPN,Raw,2022-02-22,3098,1304,31845
VPN,Raw,2022-03-01,3133,1288,33133
VPN,Raw,2022-03-08,3613,1578,34711
VPN,Raw,2022-03-15,3296,1329,36040
VPN,Raw,2022-03-22,2940,1126,37166
VPN,Raw,2022-03-29,2971,1186,38352
VPN,Raw,2022-04-05,3129,1261,39613
VPN,Raw,2022-04-12,3262,1284,40897
VPN,Raw,2022-04-19,3274,1304,42201
VPN,Raw,2022-04-26,3170,1247,43448
VPN,Raw,2022-05-03,3035,1167,44615
VPN,Raw,2022-05-10,3055,1127,45742
VPN,Raw,2022-05-17,3057,1088,46830
VPN,Raw,2022-05-24,3668,1386,48216
VPN,Raw,2022-05-31,3502,1308,49524
VPN,Raw,2022-06-07,3211,1140,50664
VPN,Raw,2022-06-14,2910,977,51641
VPN,Raw,2022-06-21,3246,1155,52796
VPN,Raw,2022-06-28,3036,1093,53889
VPN,Raw,2022-07-05,2959,1026,54915
VPN,Raw,2022-07-12,3198,1161,56076
VPN,Raw,2022-07-19,2984,1074,57150
VPN,Raw,2022-07-26,3201,1149,58299
VPN,Raw,2022-08-02,2976,1056,59355
VPN,Raw,2022-08-09,3119,1126,60481
VPN,Raw,2022-08-16,3157,1089,61570
VPN,Raw,2022-08-23,3428,1267,62837
VPN,Raw,2022-08-30,3490,1218,64055
VPN,Raw,2022-09-06,3616,1264,65319
VPN,Raw,2022-09-13,3295,1176,66495
VPN,Raw,2022-09-20,3271,1153,67648
VPN,Raw,2022-09-27,3200,1108,68756
VPN,Raw,2022-10-04,3240,1109,69865
VPN,Raw,2022-10-11,3435,1138,71003
VPN,Raw,2022-10-18,3543,1197,72200
VPN,Raw,2022-10-25,3494,1179,73379
VPN,Raw,2022-11-01,3563,1238,74617
VPN,Raw,2022-11-08,3357,1133,75750
VPN,Raw,2022-11-15,3240,1074,76824
VPN,Raw,2022-11-22,3608,1247,78071
VPN,Raw,2022-11-29,3306,1088,79159
VPN,Raw,2022-12-06,3232,1161,80320
VPN,Raw,2022-12-13,3516,1284,81604
VPN,Raw,2022-12-20,3818,1567,83171
VPN,Raw,2022-12-27,3687,1288,84459
VPN,Raw,2023-01-03,3432,1205,85664
VPN,Raw,2023-01-10,3044,1001,86665
VPN,Raw,2023-01-17,3480,1227,87892
VPN,Raw,2023-01-24,3730,1276,89168
VPN,Raw,2023-01-31,3194,1113,90281
VPN,Raw,2023-02-07,3427,1147,91428
VPN,Raw,2023-02-14,3436,1228,92656
VPN,Raw,2023-02-21,3462,1211,93867
VPN,Raw,2023-02-28,3316,1089,94956
VPN,Raw,2023-03-07,3148,992,95948
VPN,Raw,2023-03-14,3064,1039,96987
VPN,Raw,2023-03-21,3123,1028,98015
VPN,Raw,2023-03-28,3533,1294,99309
VPN,Raw,2023-04-04,3088,965,100274
VPN,Raw,2023-04-11,3150,1089,101363
VPN,Raw,2023-04-18,3548,1166,102529
VPN,Raw,2023-04-25,3289,1127,103656
VPN,Raw,2023-05-02,3185,1088,104744
VPN,Raw,2023-05-09,3160,1083,105827
VPN,Raw,2023-05-16,2978,951,106778
VPN,Raw,2023-05-23,3110,1042,107820
VPN,Raw,2023-05-30,3632,1267,109087
VPN,Raw,2023-06-06,3388,1206,110293
VPN,Raw,2023-06-13,3157,1207,111500
VPN,Raw,2023-06-20,2642,973,112473
VPN,Raw,2023-06-27,2964,1146,113619
VPN,Raw,2023-07-04,2824,1085,114704
VPN,Raw,2023-07-11,2850,1100,115804
VPN,Raw,2023-07-18,2663,1011,116815
VPN,Raw,2023-07-25,2601,977,117792
VPN,Raw,2023-08-01,2540,1002,118794
VPN,Raw,2023-08-08,2745,1058,119852
VPN,Raw,2023-08-15,2837,1167,121019
VPN,Raw,2023-08-22,2828,1126,122145
VPN,Raw,2023-08-29,2901,1174,123319
VPN,Raw,2023-09-05,3003,1122,124441
VPN,Raw,2023-09-12,2749,1046,125487
VPN,Raw,2023-09-19,2838,1054,126541
VPN,Raw,2023-09-26,2679,1000,127541
VPN,Raw,2023-10-03,1790,665,128206
VPN,Raw,2023-10-10,1792,725,128931
VPN,Raw,2023-10-17,1981,789,129720
VPN,Raw,2023-10-24,1936,752,130472
VPN,Raw,2023-10-31,2753,1077,131549
VPN,Raw,2023-11-07,2937,1098,132647
VPN,Raw,2023-11-14,2995,1109,133756
VPN,Raw,2023-11-21,3204,1220,134976
VPN,Raw,2023-11-28,3111,1141,136117
VPN,Raw,2023-12-05,3303,1087,137204
VPN,Raw,2023-12-12,3137,1117,138321
VPN,Raw,2023-12-19,3204,1137,139458
VPN,Raw,2023-12-26,3191,1175,140633
VPN,Raw,2024-01-02,3510,1323,141956
VPN,Raw,2024-01-09,3393,1246,143202
VPN,Raw,2024-01-16,3381,1254,144456
VPN,Raw,2024-01-23,3736,1442,145898
VPN,Raw,2024-01-30,3858,1453,147351
VPN,Raw,2024-02-06,3967,1599,148950
VPN,Raw,2024-02-13,3810,1430,150380
VPN,Raw,2024-02-20,3927,1431,151811
VPN,Raw,2024-02-27,3859,1456,153267
VPN,Raw,2024-03-05,3606,1335,154602
VPN,Raw,2024-03-12,3777,1536,156138
VPN,Raw,2024-03-19,3513,1377,157515
VPN,Raw,2024-03-26,3695,1400,158915
VPN,Raw,2024-04-02,3762,1407,160322
VPN,Raw,2024-04-09,4015,1480,161802
VPN,Raw,2024-04-16,4104,1548,163350
VPN,Raw,2024-04-23,3973,1423,164773
VPN,Raw,2024-04-30,3622,1249,166022
VPN,Raw,2024-05-07,3379,1226,167248
VPN,Raw,2024-05-14,3413,1184,168432
VPN,Raw,2024-05-21,4305,1776,170208
VPN,Raw,2024-05-28,3687,1448,171656
VPN,Raw,2024-06-04,3689,1352,173008
VPN,Raw,2024-06-11,3939,1457,174465
VPN,Raw,2024-06-18,3658,1326,175791
VPN,Raw,2024-06-25,3832,1338,177129
VPN,Raw,2024-07-02,3939,1431,178560
VPN,Raw,2024-07-09,3691,1313,179873
VPN,Raw,2024-07-16,3968,1516,181389
VPN,Raw,2024-07-23,4081,1446,182835
VPN,Raw,2024-07-30,4399,1620,184455
VPN,Raw,2024-08-06,4455,1654,186109
VPN,Raw,2024-08-13,4214,1595,187704
VPN,Raw,2024-08-20,4176,1481,189185
VPN,Raw,2024-08-27,4338,1590,190775
VPN,Raw,2024-09-03,4463,1598,192373
VPN,Raw,2024-09-10,4357,1560,193933
VPN,Raw,2024-09-17,4569,1711,195644
VPN,Raw,2024-09-24,4758,1656,197300
VPN,Raw,2024-10-01,4556,1558,198858
VPN,Raw,2024-10-08,4201,1488,200346
VPN,Raw,2024-10-15,3983,1399,201745
VPN,Raw,2024-10-22,4005,1497,203242
VPN,Raw,2024-10-29,3802,1292,204534
VPN,Raw,2024-11-05,3973,1381,205915
VPN,Raw,2024-11-12,3755,1465,207380
VPN,Raw,2024-11-19,3727,1306,208686
VPN,Raw,2024-11-26,3448,1238,209924
VPN,Raw,2024-12-03,3758,1306,211230
VPN,Raw,2024-12-10,3673,1292,212522
VPN,Raw,2024-12-17,3860,1398,213920
VPN,Raw,2024-12-24,3552,1200,215120
VPN,Raw,2024-12-31,4749,1902,217022
VPN,Raw,2025-01-07,4037,1468,218490
VPN,Raw,2025-01-14,6063,2586,221076
VPN,Raw,2025-01-21,4689,1729,222805
VPN,Raw,2025-01-28,5244,1957,224762
VPN,Raw,2025-02-04,5028,1793,226555
VPN,Raw,2025-02-11,5950,2521,229076
VPN,Raw,2025-02-18,5953,2260,231336
VPN,Raw,2025-02-25,5849,2226,233562
VPN,Raw,2025-03-04,4642,1630,235192
VPN,Raw,2025-03-11,4541,1575,236767
VPN,Raw,2025-03-18,3860,1274,238041
VPN,Raw,2025-03-25,4217,1345,239386
VPN,Raw,2025-04-01,3784,1275,240661
VPN,Raw,2025-04-08,3607,1187,241848
VPN,Raw,2025-04-15,4080,1352,243200
VPN,Raw,2025-04-22,4370,1450,244650
VPN,Raw,2025-04-29,3771,1253,245903
VPN,Raw,2025-05-06,3653,1213,247116
VPN,Raw,2025-05-13,3907,1161,248277
VPN,Raw,2025-05-20,3648,1228,249505
VPN,Raw,2025-05-27,3749,1194,250699
VPN,Raw,2025-06-03,4055,1316,252015
VPN,Raw,2025-06-10,3614,1233,253248
VPN,Raw,2025-06-17,4354,1475,254723
VPN,Raw,2025-06-24,5033,1810,256533
VPN,Raw,2025-07-01,4232,1496,258029
VPN,Raw,2025-07-08,4284,1393,259422
VPN,Raw,2025-07-15,4261,1477,260899
VPN,Raw,2025-07-22,6055,2486,263385
VPN,Raw,2025-07-29,7162,2789,266174
VPN,Raw,2025-08-05,6821,2594,268768
VPN,Raw,2025-08-12,6171,2405,271173
VPN,Raw,2025-08-19,6405,2257,273430
VPN,Raw,2025-08-26,6493,2438,275868
VPN,Raw,2025-09-02,6072,2050,277918
VPN,Raw,2025-09-09,6347,2273,280191
VPN,Raw,2025-09-16,6843,2524,282715
VPN,Raw,2025-09-23,5952,2078,284793
VPN,Raw,2025-09-30,6407,2160,286953
VPN,Raw,2025-10-07,5563,1795,288748
VPN,Raw,2025-10-14,5490,1686,290434
VPN,Raw,2025-10-21,4174,1295,291729
VPN,Raw (UK),2021-10-26,262,262,262
VPN,Raw (UK),2021-11-02,304,231,493
VPN,Raw (UK),2021-11-09,234,144,637
VPN,Raw (UK),2021-11-16,248,146,783
VPN,Raw (UK),2021-11-23,254,143,926
VPN,Raw (UK),2021-11-30,229,122,1048
VPN,Raw (UK),2021-12-07,239,112,1160
VPN,Raw (UK),2021-12-14,260,119,1279
VPN,Raw (UK),2021-12-21,294,131,1410
VPN,Raw (UK),2021-12-28,279,108,1518
VPN,Raw (UK),2022-01-04,303,136,1654
VPN,Raw (UK),2022-01-11,281,114,1768
VPN,Raw (UK),2022-01-18,322,135,1903
VPN,Raw (UK),2022-01-25,249,101,2004
VPN,Raw (UK),2022-02-01,276,106,2110
VPN,Raw (UK),2022-02-08,329,125,2235
VPN,Raw (UK),2022-02-15,268,89,2324
VPN,Raw (UK),2022-02-22,274,128,2452
VPN,Raw (UK),2022-03-01,245,97,2549
VPN,Raw (UK),2022-03-08,289,108,2657
VPN,Raw (UK),2022-03-15,273,96,2753
VPN,Raw (UK),2022-03-22,230,68,2821
VPN,Raw (UK),2022-03-29,227,70,2891
VPN,Raw (UK),2022-04-05,239,71,2962
VPN,Raw (UK),2022-04-12,238,69,3031
VPN,Raw (UK),2022-04-19,262,89,3120
VPN,Raw (UK),2022-04-26,258,84,3204
VPN,Raw (UK),2022-05-03,261,79,3283
VPN,Raw (UK),2022-05-10,249,63,3346
VPN,Raw (UK),2022-05-17,237,75,3421
VPN,Raw (UK),2022-05-24,271,72,3493
VPN,Raw (UK),2022-05-31,274,71,3564
VPN,Raw (UK),2022-06-07,268,80,3644
VPN,Raw (UK),2022-06-14,230,61,3705
VPN,Raw (UK),2022-06-21,226,63,3768
VPN,Raw (UK),2022-06-28,218,64,3832
VPN,Raw (UK),2022-07-05,244,62,3894
VPN,Raw (UK),2022-07-12,258,79,3973
VPN,Raw (UK),2022-07-19,218,56,4029
VPN,Raw (UK),2022-07-26,254,84,4113
VPN,Raw (UK),2022-08-02,250,73,4186
VPN,Raw (UK),2022-08-09,264,76,4262
VPN,Raw (UK),2022-08-16,269,81,4343
VPN,Raw (UK),2022-08-23,290,78,4421
VPN,Raw (UK),2022-08-30,279,78,4499
VPN,Raw (UK),2022-09-06,301,85,4584
VPN,Raw (UK),2022-09-13,265,79,4663
VPN,Raw (UK),2022-09-20,259,82,4745
VPN,Raw (UK),2022-09-27,256,51,4796
VPN,Raw (UK),2022-10-04,287,67,4863
VPN,Raw (UK),2022-10-11,280,64,4927
VPN,Raw (UK),2022-10-18,298,77,5004
VPN,Raw (UK),2022-10-25,281,68,5072
VPN,Raw (UK),2022-11-01,296,82,5154
VPN,Raw (UK),2022-11-08,293,72,5226
VPN,Raw (UK),2022-11-15,252,53,5279
VPN,Raw (UK),2022-11-22,268,66,5345
VPN,Raw (UK),2022-11-29,231,53,5398
VPN,Raw (UK),2022-12-06,269,80,5478
VPN,Raw (UK),2022-12-13,306,102,5580
VPN,Raw (UK),2022-12-20,302,87,5667
VPN,Raw (UK),2022-12-27,337,117,5784
VPN,Raw (UK),2023-01-03,281,80,5864
VPN,Raw (UK),2023-01-10,260,64,5928
VPN,Raw (UK),2023-01-17,302,84,6012
VPN,Raw (UK),2023-01-24,295,71,6083
VPN,Raw (UK),2023-01-31,261,79,6162
VPN,Raw (UK),2023-02-07,310,84,6246
VPN,Raw (UK),2023-02-14,277,66,6312
VPN,Raw (UK),2023-02-21,298,74,6386
VPN,Raw (UK),2023-02-28,286,73,6459
VPN,Raw (UK),2023-03-07,275,71,6530
VPN,Raw (UK),2023-03-14,243,72,6602
VPN,Raw (UK),2023-03-21,276,68,6670
VPN,Raw (UK),2023-03-28,286,90,6760
VPN,Raw (UK),2023-04-04,265,51,6811
VPN,Raw (UK),2023-04-11,282,82,6893
VPN,Raw (UK),2023-04-18,323,83,6976
VPN,Raw (UK),2023-04-25,272,77,7053
VPN,Raw (UK),2023-05-02,291,74,7127
VPN,Raw (UK),2023-05-09,258,79,7206
VPN,Raw (UK),2023-05-16,244,65,7271
VPN,Raw (UK),2023-05-23,250,65,7336
VPN,Raw (UK),2023-05-30,312,79,7415
VPN,Raw (UK),2023-06-06,304,91,7506
VPN,Raw (UK),2023-06-13,282,81,7587
VPN,Raw (UK),2023-06-20,227,60,7647
VPN,Raw (UK),2023-06-27,280,75,7722
VPN,Raw (UK),2023-07-04,271,90,7812
VPN,Raw (UK),2023-07-11,232,74,7886
VPN,Raw (UK),2023-07-18,237,56,7942
VPN,Raw (UK),2023-07-25,255,81,8023
VPN,Raw (UK),2023-08-01,223,61,8084
VPN,Raw (UK),2023-08-08,248,58,8142
VPN,Raw (UK),2023-08-15,237,76,8218
VPN,Raw (UK),2023-08-22,236,76,8294
VPN,Raw (UK),2023-08-29,269,67,8361
VPN,Raw (UK),2023-09-05,257,70,8431
VPN,Raw (UK),2023-09-12,227,60,8491
VPN,Raw (UK),2023-09-19,244,55,8546
VPN,Raw (UK),2023-09-26,228,63,8609
VPN,Raw (UK),2023-10-03,162,48,8657
VPN,Raw (UK),2023-10-10,156,47,8704
VPN,Raw (UK),2023-10-17,202,76,8780
VPN,Raw (UK),2023-10-24,188,58,8838
VPN,Raw (UK),2023-10-31,235,70,8908
VPN,Raw (UK),2023-11-07,255,76,8984
VPN,Raw (UK),2023-11-14,272,71,9055
VPN,Raw (UK),2023-11-21,276,64,9119
VPN,Raw (UK),2023-11-28,248,69,9188
VPN,Raw (UK),2023-12-05,322,77,9265
VPN,Raw (UK),2023-12-12,266,65,9330
VPN,Raw (UK),2023-12-19,306,66,9396
VPN,Raw (UK),2023-12-26,267,57,9453
VPN,Raw (UK),2024-01-02,305,80,9533
VPN,Raw (UK),2024-01-09,297,74,9607
VPN,Raw (UK),2024-01-16,292,89,9696
VPN,Raw (UK),2024-01-23,381,102,9798
VPN,Raw (UK),2024-01-30,380,125,9923
VPN,Raw (UK),2024-02-06,393,122,10045
VPN,Raw (UK),2024-02-13,377,113,10158
VPN,Raw (UK),2024-02-20,357,101,10259
VPN,Raw (UK),2024-02-27,355,105,10364
VPN,Raw (UK),2024-03-05,314,84,10448
VPN,Raw (UK),2024-03-12,374,148,10596
VPN,Raw (UK),2024-03-19,308,99,10695
VPN,Raw (UK),2024-03-26,345,114,10809
VPN,Raw (UK),2024-04-02,331,98,10907
VPN,Raw (UK),2024-04-09,356,93,11000
VPN,Raw (UK),2024-04-16,342,103,11103
VPN,Raw (UK),2024-04-23,385,98,11201
VPN,Raw (UK),2024-04-30,326,74,11275
VPN,Raw (UK),2024-05-07,291,83,11358
VPN,Raw (UK),2024-05-14,303,71,11429
VPN,Raw (UK),2024-05-21,441,175,11604
VPN,Raw (UK),2024-05-28,345,116,11720
VPN,Raw (UK),2024-06-04,327,86,11806
VPN,Raw (UK),2024-06-11,317,96,11902
VPN,Raw (UK),2024-06-18,305,77,11979
VPN,Raw (UK),2024-06-25,343,71,12050
VPN,Raw (UK),2024-07-02,324,79,12129
VPN,Raw (UK),2024-07-09,296,81,12210
VPN,Raw (UK),2024-07-16,335,92,12302
VPN,Raw (UK),2024-07-23,335,86,12388
VPN,Raw (UK),2024-07-30,387,95,12483
VPN,Raw (UK),2024-08-06,364,86,12569
VPN,Raw (UK),2024-08-13,356,98,12667
VPN,Raw (UK),2024-08-20,361,100,12767
VPN,Raw (UK),2024-08-27,385,118,12885
VPN,Raw (UK),2024-09-03,402,111,12996
VPN,Raw (UK),2024-09-10,382,110,13106
VPN,Raw (UK),2024-09-17,403,108,13214
VPN,Raw (UK),2024-09-24,397,109,13323
VPN,Raw (UK),2024-10-01,403,112,13435
VPN,Raw (UK),2024-10-08,336,82,13517
VPN,Raw (UK),2024-10-15,366,101,13618
VPN,Raw (UK),2024-10-22,385,118,13736
VPN,Raw (UK),2024-10-29,324,78,13814
VPN,Raw (UK),2024-11-05,369,103,13917
VPN,Raw (UK),2024-11-12,319,93,14010
VPN,Raw (UK),2024-11-19,332,78,14088
VPN,Raw (UK),2024-11-26,284,63,14151
VPN,Raw (UK),2024-12-03,337,106,14257
VPN,Raw (UK),2024-12-10,345,85,14342
VPN,Raw (UK),2024-12-17,312,79,14421
VPN,Raw (UK),2024-12-24,329,75,14496
VPN,Raw (UK),2024-12-31,471,168,14664
VPN,Raw (UK),2025-01-07,368,97,14761
VPN,Raw (UK),2025-01-14,524,156,14917
VPN,Raw (UK),2025-01-21,375,90,15007
VPN,Raw (UK),2025-01-28,434,124,15131
VPN,Raw (UK),2025-02-04,470,116,15247
VPN,Raw (UK),2025-02-11,514,164,15411
VPN,Raw (UK),2025-02-18,636,194,15605
VPN,Raw (UK),2025-02-25,608,189,15794
VPN,Raw (UK),2025-03-04,409,100,15894
VPN,Raw (UK),2025-03-11,424,120,16014
VPN,Raw (UK),2025-03-18,347,91,16105
VPN,Raw (UK),2025-03-25,411,91,16196
VPN,Raw (UK),2025-04-01,357,87,16283
VPN,Raw (UK),2025-04-08,328,70,16353
VPN,Raw (UK),2025-04-15,393,94,16447
VPN,Raw (UK),2025-04-22,407,108,16555
VPN,Raw (UK),2025-04-29,335,90,16645
VPN,Raw (UK),2025-05-06,322,71,16716
VPN,Raw (UK),2025-05-13,390,92,16808
VPN,Raw (UK),2025-05-20,355,82,16890
VPN,Raw (UK),2025-05-27,369,88,16978
VPN,Raw (UK),2025-06-03,389,91,17069
VPN,Raw (UK),2025-06-10,336,81,17150
VPN,Raw (UK),2025-06-17,459,128,17278
VPN,Raw (UK),2025-06-24,480,140,17418
VPN,Raw (UK),2025-07-01,362,82,17500
VPN,Raw (UK),2025-07-08,436,91,17591
VPN,Raw (UK),2025-07-15,492,164,17755
VPN,Raw (UK),2025-07-22,878,389,18144
VPN,Raw (UK),2025-07-29,1199,523,18667
VPN,Raw (UK),2025-08-05,899,290,18957
VPN,Raw (UK),2025-08-12,908,369,19326
VPN,Raw (UK),2025-08-19,949,312,19638
VPN,Raw (UK),2025-08-26,758,228,19866
VPN,Raw (UK),2025-09-02,653,184,20050
VPN,Raw (UK),2025-09-09,697,220,20270
VPN,Raw (UK),2025-09-16,771,236,20506
VPN,Raw (UK),2025-09-23,675,202,20708
VPN,Raw (UK),2025-09-30,685,189,20897
VPN,Raw (UK),2025-10-07,579,134,21031
VPN,Raw (UK),2025-10-14,544,111,21142
VPN,Raw (UK),2025-10-21,393,67,21209
VPN,Matched,2021-10-26,704,704,704
VPN,Matched,2021-11-02,759,642,1346
VPN,Matched,2021-11-09,729,569,1915
VPN,Matched,2021-11-16,812,602,2517
VPN,Matched,2021-11-23,771,543,3060
VPN,Matched,2021-11-30,812,565,3625
VPN,Matched,2021-12-07,698,445,4070
VPN,Matched,2021-12-14,660,432,4502
